Ship_ID,Vessel_Name,Service,ETA,ATA,Berth,Side to,Next port of call,Ref,Delay,Size,Dwt,GT,Flag,Built,Month,Builder,Owner Group,Alternative_Fuel,SOx_Scrubber,Eco_Engine,Days_Before_ETA_Info
NYK DENEB - K93/L93,nyk deneb,AL5,2020-10-22 07:30:00,2020-10-24 20:15:00,SCT3,Starboard,"Rotterdam, Netherlands",K93/L93,3645.0,"4,882","65,953","55,534",Liberia,2007.0,12.0,Hyundai HI (Ulsan),Nippon Yusen Kaisha,0,0,0,7.0
NYK METEOR - K03/L03,nyk meteor,AL5,2021-01-24 19:30:00,2021-01-24 16:25:00,SCT4,Starboard,"Rotterdam, Netherlands",K03/L03,-185.0,"4,882","65,935","55,534",Panama,2007.0,10.0,Hyundai HI (Ulsan),Kitaura Kaiun KK,0,0,0,15.0
NYK METEOR - K13/L13,nyk meteor,AL5,2021-05-18 19:00:00,2021-05-23 03:58:00,SCT2,Starboard,"Rotterdam, Netherlands",K13/L13,6298.0,"4,882","65,935","55,534",Panama,2007.0,10.0,Hyundai HI (Ulsan),Kitaura Kaiun KK,0,0,0,9.0
NYK METEOR - K23/L23,nyk meteor,AL5,2021-08-17 19:30:00,2021-08-20 11:50:00,SCT2,Starboard,"Rotterdam, Netherlands",K23/L23,3860.0,"4,882","65,935","55,534",Panama,2007.0,10.0,Hyundai HI (Ulsan),Kitaura Kaiun KK,0,0,0,13.0
NYK METEOR - K39/L39,nyk meteor,AL5,2020-09-14 19:00:00,2020-09-13 21:46:00,SCT1,Starboard,"Rotterdam, Netherlands",K39/L39,-1274.0,"4,882","65,935","55,534",Panama,2007.0,10.0,Hyundai HI (Ulsan),Kitaura Kaiun KK,0,0,0,16.0
NYK METEOR - K51/L51,nyk meteor,AL5,2020-12-02 07:30:00,2020-12-16 11:54:00,SCT3,Starboard,"Rotterdam, Netherlands",K51/L51,20424.0,"4,882","65,935","55,534",Panama,2007.0,10.0,Hyundai HI (Ulsan),Kitaura Kaiun KK,0,0,0,17.0
NYK NEBULA - K09/L09,nyk nebula,AL5,2021-04-25 19:30:00,2021-04-25 13:45:00,SCT3,Starboard,"Rotterdam, Netherlands",K09/L09,-345.0,"4,882","65,922","55,534",Panama,2007.0,11.0,Hyundai HI (Ulsan),Nippon Yusen Kaisha,0,0,0,11.0
NYK NEBULA - K20/L20,nyk nebula,AL5,2021-07-19 19:30:00,2021-07-24 07:32:00,SCT3,Starboard,"Rotterdam, Netherlands",K20/L20,6482.0,"4,882","65,922","55,534",Panama,2007.0,11.0,Hyundai HI (Ulsan),Nippon Yusen Kaisha,0,0,0,15.0
NYK NEBULA - K30/L30,nyk nebula,AL5,2020-07-13 19:00:00,2020-07-13 12:30:00,SCT1,Starboard,"Rotterdam, Netherlands",K30/L30,-390.0,"4,882","65,922","55,534",Panama,2007.0,11.0,Hyundai HI (Ulsan),Nippon Yusen Kaisha,0,0,0,10.0
NYK NEBULA - K41/L41,nyk nebula,AL5,2020-09-27 19:30:00,2020-10-03 20:40:00,SCT1,Starboard,"Rotterdam, Netherlands",K41/L41,8710.0,"4,882","65,922","55,534",Panama,2007.0,11.0,Hyundai HI (Ulsan),Nippon Yusen Kaisha,0,0,0,13.0
NYK NEBULA - K53/L53,nyk nebula,AL5,2020-12-13 19:30:00,2020-12-20 20:30:00,SCT3,Starboard,"Rotterdam, Netherlands",K53/L53,10140.0,"4,882","65,922","55,534",Panama,2007.0,11.0,Hyundai HI (Ulsan),Nippon Yusen Kaisha,0,0,0,29.0
NYK REMUS - K10/L10,nyk remus,AL5,2021-04-28 07:30:00,2021-05-02 14:00:00,SCT3,Starboard,"Rotterdam, Netherlands",K10/L10,6150.0,"4,922","65,981","55,554",Panama,2009.0,5.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,13.0
NYK REMUS - K31/L31,nyk remus,AL5,2020-07-20 19:00:00,2020-07-21 06:00:00,SCT1,Starboard,"Rotterdam, Netherlands",K31/L31,660.0,"4,922","65,981","55,554",Panama,2009.0,5.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,11.0
NYK REMUS - K42/L42,nyk remus,AL5,2020-10-04 19:30:00,2020-10-06 23:35:00,SCT1,Starboard,"Rotterdam, Netherlands",K42/L42,3125.0,"4,922","65,981","55,554",Panama,2009.0,5.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,15.0
NYK REMUS - K54/L54,nyk remus,AL5,2020-12-20 19:30:00,2021-01-06 14:56:00,SCT3,Starboard,"Rotterdam, Netherlands",K54/L54,24206.0,"4,922","65,981","55,554",Panama,2009.0,5.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,36.0
NYK REMUS - K95/L95,nyk remus,AL5,2021-08-04 19:30:00,2021-08-06 12:20:00,SCT3,Starboard,"Rotterdam, Netherlands",K95/L95,2450.0,"4,922","65,981","55,554",Panama,2009.0,5.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,16.0
NYK RIGEL - K08/L08,nyk rigel,AL5,2021-04-07 10:00:00,2021-04-07 06:10:00,SCT3,Starboard,"Rotterdam, Netherlands",K08/L08,-230.0,"4,922","66,051","55,554",Panama,2009.0,5.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,13.0
NYK RIGEL - K29/L29,nyk rigel,AL5,2020-07-06 19:00:00,2020-07-06 08:35:00,SCT1,Starboard,"Rotterdam, Netherlands",K29/L29,-625.0,"4,922","66,051","55,554",Panama,2009.0,5.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,3.0
NYK RIGEL - K40/L40,nyk rigel,AL5,2020-09-20 19:30:00,2020-09-25 17:35:00,SCT1,Starboard,"Rotterdam, Netherlands",K40/L40,7085.0,"4,922","66,051","55,554",Panama,2009.0,5.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,16.0
NYK RIGEL - K52/L52,nyk rigel,AL5,2020-12-06 19:30:00,2020-12-20 00:15:00,SCT3,Starboard,"Rotterdam, Netherlands",K52/L52,19005.0,"4,922","66,051","55,554",Panama,2009.0,5.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,22.0
NYK RIGEL - K94/L94,nyk rigel,AL5,2021-08-23 19:30:00,2021-08-23 13:33:00,SCT2,Starboard,"Rotterdam, Netherlands",K94/L94,-357.0,"4,922","66,051","55,554",Panama,2009.0,5.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,9.0
NYK RIGEL - K96/L96,nyk rigel,AL5,2021-07-20 19:30:00,2021-07-22 15:45:00,SCT5,Starboard,"Rotterdam, Netherlands",K96/L96,2655.0,"4,922","66,051","55,554",Panama,2009.0,5.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,16.0
NYK ROMULUS - K11/L11,nyk romulus,AL5,2021-05-03 19:30:00,2021-05-09 16:31:00,SCT3,Starboard,"Rotterdam, Netherlands",K11/L11,8461.0,"4,922","66,750","55,554",Singapore,2010.0,4.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,14.0
NYK ROMULUS - K22/L22,nyk romulus,AL5,2021-08-02 19:30:00,2021-08-18 19:30:00,SCT3,Starboard,"Rotterdam, Netherlands",K22/L22,23040.0,"4,922","66,750","55,554",Singapore,2010.0,4.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,14.0
NYK ROMULUS - K32/L32,nyk romulus,AL5,2020-07-27 19:00:00,2020-07-27 17:10:00,SCT1,Starboard,"Rotterdam, Netherlands",K32/L32,-110.0,"4,922","66,750","55,554",Singapore,2010.0,4.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,13.0
NYK ROMULUS - K43/L43,nyk romulus,AL5,2020-10-11 19:31:00,2020-10-16 18:54:00,SCT1,Starboard,"Rotterdam, Netherlands",K43/L43,7163.0,"4,922","66,750","55,554",Singapore,2010.0,4.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,12.0
NYK ROMULUS - K55/L55,nyk romulus,AL5,2021-01-03 19:30:00,2021-01-10 10:00:00,SCT3,Starboard,"Rotterdam, Netherlands",K55/L55,9510.0,"4,922","66,750","55,554",Singapore,2010.0,4.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,15.0
NYK RUMINA - K06/L06,nyk rumina,AL5,2021-02-14 19:30:00,2021-03-18 06:55:00,SCT3,Starboard,"Rotterdam, Netherlands",K06/L06,45325.0,"4,922","66,750","55,554",Singapore,2010.0,6.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,16.0
NYK RUMINA - K17/L17,nyk rumina,AL5,2021-06-14 19:30:00,2021-06-21 21:17:00,SCT3,Starboard,"Rotterdam, Netherlands",K17/L17,10187.0,"4,922","66,750","55,554",Singapore,2010.0,6.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,16.0
NYK RUMINA - K26/L26,nyk rumina,AL5,2021-09-24 16:00:00,2021-09-29 18:45:00,SCT5,Starboard,"Rotterdam, Netherlands",K26/L26,7365.0,"4,922","66,750","55,554",Singapore,2010.0,6.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,15.0
NYK RUMINA - K49/L49,nyk rumina,AL5,2020-11-22 00:01:00,2020-11-30 12:45:00,SCT3,Starboard,"Rotterdam, Netherlands",K49/L49,12284.0,"4,922","66,750","55,554",Singapore,2010.0,6.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,12.0
NYK RUMINA - K94/L94,nyk rumina,AL5,2020-09-07 19:00:00,2020-09-06 06:00:00,SCT1,Starboard,"Rotterdam, Netherlands",K94/L94,-2220.0,"4,922","66,750","55,554",Singapore,2010.0,6.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,14.0
NYK RUMINA - K95/L95,nyk rumina,AL5,2020-07-29 19:00:00,2020-07-29 08:03:00,SCT3,Starboard,"Rotterdam, Netherlands",K95/L95,-657.0,"4,922","66,750","55,554",Singapore,2010.0,6.0,Hyundai Samho HI,Nippon Yusen Kaisha,0,0,0,15.0
ONE APUS - G35/H35,one apus,FP2,2020-10-05 07:30:00,2020-10-06 14:06:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G35/H35,1836.0,"14,026","139,335","144,285",Japan,2019.0,4.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,15.0
ONE AQUILA - G03/H03,one aquila,FP2,2021-02-06 07:30:00,2021-02-15 05:45:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G03/H03,12855.0,"14,026","138,611","144,285",Panama,2018.0,9.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,12.0
ONE AQUILA - G31/H31,one aquila,FP2,2020-09-11 22:00:00,2020-09-12 07:30:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G31/H31,570.0,"14,026","138,611","144,285",Panama,2018.0,9.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,13.0
ONE BLUE JAY - G27/H27,one blue jay,FP2,2020-08-13 07:31:00,2020-08-19 00:15:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G27/H27,8204.0,"14,026","139,335","144,285",Japan,2016.0,2.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,14.0
ONE BLUE JAY - G46/H46,one blue jay,FP2,2021-01-07 23:59:00,2021-01-14 10:45:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G46/H46,9286.0,"14,026","139,335","144,285",Japan,2016.0,2.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,14.0
ONE COLUMBA - G11/H11,one columba,FP2,2021-05-13 19:30:00,2021-05-18 18:00:00,SCT5,Starboard,"Jeddah, Saudi Arabia",G11/H11,7110.0,"14,026","139,335","144,285",Panama,2018.0,11.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,14.0
ONE COLUMBA - G41/H41,one columba,FP2,2020-11-23 19:30:00,2020-11-28 23:35:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G41/H41,7445.0,"14,026","139,335","144,285",Panama,2018.0,11.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,14.0
ONE CRANE - G05/H05,one crane,FP2,2021-02-25 19:30:00,2021-03-12 14:15:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G05/H05,21285.0,"14,026","139,335","144,285",Panama,2016.0,11.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,16.0
ONE CRANE - G34/H34,one crane,FP2,2020-09-29 07:00:00,2020-10-01 01:08:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G34/H34,2528.0,"14,026","139,335","144,285",Panama,2016.0,11.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,14.0
ONE CYGNUS - G01/H01,one cygnus,FP2,2021-01-19 19:30:00,2021-01-27 12:42:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G01/H01,11112.0,"14,026","138,611","144,285",Japan,2019.0,7.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,15.0
ONE CYGNUS - G29/H29,one cygnus,FP2,2020-08-28 19:30:00,2020-09-01 12:20:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G29/H29,5330.0,"14,026","138,611","144,285",Japan,2019.0,7.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,14.0
ONE EAGLE - G26/H26,one eagle,FP2,2020-08-04 19:00:00,2020-08-08 16:10:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G26/H26,5590.0,"14,026","139,335","144,285",Japan,2016.0,9.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,16.0
ONE EAGLE - G45/H45,one eagle,FP2,2020-12-21 07:30:00,2021-01-04 05:30:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G45/H45,20040.0,"14,026","139,335","144,285",Japan,2016.0,9.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,36.0
ONE FALCON - G14/H14,one falcon,FP2,2021-06-14 19:30:00,2021-06-16 04:15:00,SCT5,Starboard,"Jeddah, Saudi Arabia",G14/H14,1965.0,"14,026","139,335","144,285",Japan,2017.0,6.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,Fitted,Eco – Electronic Engine Modern,16.0
ONE FALCON - G43/H43,one falcon,FP2,2020-12-11 07:30:00,2020-12-18 04:50:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G43/H43,9920.0,"14,026","139,335","144,285",Japan,2017.0,6.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,Fitted,Eco – Electronic Engine Modern,26.0
ONE GRUS - G15/H15,one grus,FP2,2021-06-23 07:30:00,2021-06-24 01:05:00,SCT5,Starboard,"Jeddah, Saudi Arabia",G15/H15,1055.0,"14,026","139,335","144,285",Japan,2019.0,1.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,13.0
ONE GRUS - G25/H25,one grus,FP2,2020-07-28 07:30:00,2020-07-31 10:25:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G25/H25,4495.0,"14,026","139,335","144,285",Japan,2019.0,1.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,13.0
ONE GRUS - G44/H44,one grus,FP2,2020-12-14 07:30:00,2020-12-27 23:50:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G44/H44,19700.0,"14,026","139,335","144,285",Japan,2019.0,1.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,29.0
ONE IBIS - G02/H02,one ibis,FP2,2021-02-03 23:59:00,2021-02-10 11:30:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G02/H02,9331.0,"14,026","139,335","144,285",Panama,2016.0,5.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,15.0
ONE IBIS - G32/H32,one ibis,FP2,2020-09-14 07:00:00,2020-09-14 12:35:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G32/H32,335.0,"14,026","139,335","144,285",Panama,2016.0,5.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,15.0
ONE MACKINAC - E30/F30,one mackinac,FE4,2020-12-05 19:30:00,2020-12-21 05:10:00,SCT2,Starboard,"Hamburg, Germany",E30/F30,22180.0,"13,870","147,420","152,297",Japan,2015.0,8.0,Imabari SB Hiroshima,K-Line,0,Fitted,Eco – Electronic Engine Modern,21.0
ONE MANHATTAN - G07/H07,one manhattan,FP2,2021-03-19 19:30:00,2021-03-22 20:00:00,SCT5,Starboard,"Jeddah, Saudi Arabia",G07/H07,4350.0,"13,870","147,420","152,297",Japan,2015.0,10.0,Imabari SB Hiroshima,K-Line,0,Fitted,Eco – Electronic Engine Modern,15.0
ONE MILLAU - E01/F01,one millau,FE4,2021-01-10 12:00:00,2021-02-04 05:24:00,SCT2,Starboard,"Hamburg, Germany",E01/F01,35604.0,"13,870","147,420","152,297",Panama,2015.0,3.0,Imabari SB Hiroshima,Imabari Shipbuilding,0,Fitted,Eco – Electronic Engine Modern,16.0
ONE STORK - G04/H04,one stork,FP2,2021-02-09 19:30:00,2021-02-22 19:35:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G04/H04,18725.0,"14,026","139,335","144,285",Japan,2018.0,6.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,16.0
ONE STORK - G12/H12,one stork,FP2,2021-05-23 23:59:00,2021-05-28 00:30:00,SCT5,Starboard,"Jeddah, Saudi Arabia",G12/H12,5791.0,"14,026","139,335","144,285",Japan,2018.0,6.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,14.0
ONE STORK - G33/H33,one stork,FP2,2020-09-22 07:01:00,2020-09-22 17:10:00,SCT2,Starboard,"Jeddah, Saudi Arabia",G33/H33,609.0,"14,026","139,335","144,285",Japan,2018.0,6.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,0,Eco – Electronic Engine Modern,12.0
ONE SWAN - G09/H09,one swan,FP2,2021-04-14 23:59:00,2021-04-23 11:50:00,SCT5,Starboard,"Jeddah, Saudi Arabia",G09/H09,12231.0,"14,026","139,335","144,285",Panama,2017.0,9.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,Fitted,Eco – Electronic Engine Modern,15.0
ONE WREN - E08/F08,one wren,FE4,2021-04-19 07:30:00,2021-05-01 03:30:00,SCT5,Starboard,"Hamburg, Germany",E08/F08,17040.0,"14,026","139,335","144,285",Japan,2018.0,3.0,JMU Kure Shipyard,Nippon Yusen Kaisha,0,Fitted,Eco – Electronic Engine Modern,14.0
OOCL ASIA - J31/J31,oocl asia,EPIC,2021-09-21 13:00:00,2021-09-21 13:00:00,SCT3,Starboard,"Bremerhaven, Germany",J31/J31,0.0,"8,063","99,518","89,097",Hong Kong,2006.0,3.0,Samsung HI,China COSCO Shipping,0,0,0,12.0
OOCL ASIA - T28/U28,oocl asia,ATA,2020-07-25 07:30:00,2020-07-25 05:45:00,SCT2,Starboard,"Antwerpen, Belgium",T28/U28,-105.0,"8,063","99,518","89,097",Hong Kong,2006.0,3.0,Samsung HI,China COSCO Shipping,0,0,0,10.0
OOCL ASIA - T33/U33,oocl asia,ATA,2020-08-29 07:30:00,2020-08-29 09:00:00,SCT3,Starboard,"Antwerpen, Belgium",T33/U33,90.0,"8,063","99,518","89,097",Hong Kong,2006.0,3.0,Samsung HI,China COSCO Shipping,0,0,0,14.0
OOCL ATLANTA - T02/U02,oocl atlanta,ATA,2021-01-28 19:30:00,2021-01-31 04:10:00,SCT3,Starboard,"Antwerpen, Belgium",T02/U02,3400.0,"8,063","99,518","89,097",Hong Kong,2005.0,3.0,Samsung HI,China COSCO Shipping,0,0,0,14.0
OOCL ATLANTA - T07/U07,oocl atlanta,ATA,2021-03-06 07:30:00,2021-03-13 17:30:00,SCT3,Starboard,"Antwerpen, Belgium",T07/U07,10680.0,"8,063","99,518","89,097",Hong Kong,2005.0,3.0,Samsung HI,China COSCO Shipping,0,0,0,14.0
OOCL ATLANTA - T16/U16,oocl atlanta,ATA,2021-05-23 19:30:00,2021-05-28 12:05:00,SCT3,Starboard,"Antwerpen, Belgium",T16/U16,6755.0,"8,063","99,518","89,097",Hong Kong,2005.0,3.0,Samsung HI,China COSCO Shipping,0,0,0,14.0
OOCL ATLANTA - T38/U38,oocl atlanta,ATA,2020-10-03 07:30:00,2020-10-04 07:30:00,SCT2,Starboard,"Antwerpen, Belgium",T38/U38,1440.0,"8,063","99,518","89,097",Hong Kong,2005.0,3.0,Samsung HI,China COSCO Shipping,0,0,0,13.0
OOCL ATLANTA - T43/U43,oocl atlanta,ATA,2020-11-07 07:30:00,2020-11-13 15:09:00,SCT2,Starboard,"Antwerpen, Belgium",T43/U43,9099.0,"8,063","99,518","89,097",Hong Kong,2005.0,3.0,Samsung HI,China COSCO Shipping,0,0,0,13.0
OOCL BELGIUM - X38/X38,oocl belgium,ADHOC,2020-09-30 19:30:00,2020-10-01 03:11:00,SCT3,Starboard,"Port Kelang, Malaysia",X38/X38,461.0,"2,808","40,972","39,174",Hong Kong,1998.0,9.0,Daewoo (DSME),China COSCO Shipping,0,0,0,6.0
OOCL MONTREAL - V04/W04,oocl montreal,GEX2,2021-02-02 07:30:00,2021-02-01 23:58:00,SCT3,Starboard,"Antwerpen, Belgium",V04/W04,-452.0,"4,402","47,828","55,994",Hong Kong,2003.0,6.0,Daewoo (DSME),China COSCO Shipping,0,0,0,13.0
OOCL MONTREAL - V08/W08,oocl montreal,GEX2,2021-03-02 07:30:00,2021-03-03 13:20:00,SCT3,Starboard,"Antwerpen, Belgium",V08/W08,1790.0,"4,402","47,828","55,994",Hong Kong,2003.0,6.0,Daewoo (DSME),China COSCO Shipping,0,0,0,10.0
OOCL MONTREAL - V12/W12,oocl montreal,GEX2,2021-03-30 07:30:00,2021-03-30 06:45:00,SCT2,Starboard,"Antwerpen, Belgium",V12/W12,-45.0,"4,402","47,828","55,994",Hong Kong,2003.0,6.0,Daewoo (DSME),China COSCO Shipping,0,0,0,15.0
OOCL MONTREAL - V16/W16,oocl montreal,GEX2,2021-04-27 07:30:00,2021-04-27 17:30:00,SCT2,Starboard,"Antwerpen, Belgium",V16/W16,600.0,"4,402","47,828","55,994",Hong Kong,2003.0,6.0,Daewoo (DSME),China COSCO Shipping,0,0,0,12.0
OOCL MONTREAL - V20/W20,oocl montreal,GEX2,2021-05-25 07:30:00,2021-05-25 09:48:00,SCT3,Starboard,"Antwerpen, Belgium",V20/W20,138.0,"4,402","47,828","55,994",Hong Kong,2003.0,6.0,Daewoo (DSME),China COSCO Shipping,0,0,0,15.0
OOCL MONTREAL - V26/W26,oocl montreal,GEX2,2020-07-14 07:00:00,2020-07-14 03:21:00,SCT2,Starboard,"Antwerpen, Belgium",V26/W26,-219.0,"4,402","47,828","55,994",Hong Kong,2003.0,6.0,Daewoo (DSME),China COSCO Shipping,0,0,0,10.0
OOCL MONTREAL - V29/W29,oocl montreal,GEX2,2021-07-27 07:30:00,2021-07-27 05:58:00,SCT3,Starboard,"Antwerpen, Belgium",V29/W29,-92.0,"4,402","47,828","55,994",Hong Kong,2003.0,6.0,Daewoo (DSME),China COSCO Shipping,0,0,0,12.0
OOCL MONTREAL - V30/W30,oocl montreal,GEX2,2020-08-11 07:00:00,2020-08-12 10:14:00,SCT3,Starboard,"Antwerpen, Belgium",V30/W30,1634.0,"4,402","47,828","55,994",Hong Kong,2003.0,6.0,Daewoo (DSME),China COSCO Shipping,0,0,0,17.0
OOCL MONTREAL - V33/W33,oocl montreal,GEX2,2021-08-24 07:30:00,2021-08-24 06:30:00,SCT5,Starboard,"Antwerpen, Belgium",V33/W33,-60.0,"4,402","47,828","55,994",Hong Kong,2003.0,6.0,Daewoo (DSME),China COSCO Shipping,0,0,0,14.0
OOCL MONTREAL - V34/W34,oocl montreal,GEX2,2020-09-08 07:00:00,2020-09-08 06:45:00,SCT3,Starboard,"Antwerpen, Belgium",V34/W34,-15.0,"4,402","47,828","55,994",Hong Kong,2003.0,6.0,Daewoo (DSME),China COSCO Shipping,0,0,0,14.0
OOCL MONTREAL - V37/W37,oocl montreal,GEX2,2021-09-21 07:30:00,2021-09-21 07:15:00,SCT5,Starboard,"Antwerpen, Belgium",V37/W37,-15.0,"4,402","47,828","55,994",Hong Kong,2003.0,6.0,Daewoo (DSME),China COSCO Shipping,0,0,0,11.0
OOCL MONTREAL - V38/W38,oocl montreal,GEX2,2020-10-06 07:00:00,2020-10-05 22:15:00,SCT3,Starboard,"Antwerpen, Belgium",V38/W38,-525.0,"4,402","47,828","55,994",Hong Kong,2003.0,6.0,Daewoo (DSME),China COSCO Shipping,0,0,0,11.0
OOCL MONTREAL - V42/W42,oocl montreal,GEX2,2020-11-03 07:00:00,2020-11-03 23:57:00,SCT3,Starboard,"Antwerpen, Belgium",V42/W42,1017.0,"4,402","47,828","55,994",Hong Kong,2003.0,6.0,Daewoo (DSME),China COSCO Shipping,0,0,0,14.0
OOCL MONTREAL - V46/W46,oocl montreal,GEX2,2020-12-01 07:00:00,2020-12-04 23:48:00,SCT3,Starboard,"Antwerpen, Belgium",V46/W46,5328.0,"4,402","47,828","55,994",Hong Kong,2003.0,6.0,Daewoo (DSME),China COSCO Shipping,0,0,0,16.0
OOCL MONTREAL - V50/W50,oocl montreal,GEX2,2021-01-05 07:00:00,2021-01-05 16:26:00,SCT3,Starboard,"Antwerpen, Belgium",V50/W50,566.0,"4,402","47,828","55,994",Hong Kong,2003.0,6.0,Daewoo (DSME),China COSCO Shipping,0,0,0,16.0
OOCL RAUMA - 28R/28R,oocl rauma,RFS4,2020-07-14 19:00:00,2020-07-15 04:30:00,SCT4,Starboard,"Rotterdam, Netherlands",28R/28R,570.0,"1,425","16,950","17,600",Netherlands,2009.0,11.0,J. J. Sietas,JR Shipping BV,0,0,0,11.0
OOCL RAUMA - 30R/30R,oocl rauma,RFS4,2020-07-28 19:00:00,2020-07-28 19:00:00,SCT4,Starboard,"Rotterdam, Netherlands",30R/30R,0.0,"1,425","16,950","17,600",Netherlands,2009.0,11.0,J. J. Sietas,JR Shipping BV,0,0,0,14.0
OOCL RAUMA - 32R/32R,oocl rauma,RFS4,2020-08-11 19:00:00,2020-08-11 18:00:00,SCT4,Starboard,"Rotterdam, Netherlands",32R/32R,-60.0,"1,425","16,950","17,600",Netherlands,2009.0,11.0,J. J. Sietas,JR Shipping BV,0,0,0,18.0
OOCL RAUMA - 34R/34R,oocl rauma,RFS4,2020-08-25 19:00:00,2020-08-26 18:30:00,SCT4,Starboard,"Rotterdam, Netherlands",34R/34R,1410.0,"1,425","16,950","17,600",Netherlands,2009.0,11.0,J. J. Sietas,JR Shipping BV,0,0,0,16.0
OOCL RAUMA - 36R/36R,oocl rauma,RFS4,2020-09-08 19:00:00,2020-09-08 22:50:00,SCT4,Starboard,"Rotterdam, Netherlands",36R/36R,230.0,"1,425","16,950","17,600",Netherlands,2009.0,11.0,J. J. Sietas,JR Shipping BV,0,0,0,15.0
OOCL RAUMA - 38R/38R,oocl rauma,RFS4,2020-09-22 19:00:00,2020-09-25 09:15:00,SCT4,Starboard,"Rotterdam, Netherlands",38R/38R,3735.0,"1,425","16,950","17,600",Netherlands,2009.0,11.0,J. J. Sietas,JR Shipping BV,0,0,0,13.0
