Ship_ID,Vessel_Name,Service,ETA,ATA,Berth,Side to,Next port of call,Ref,Delay,Size,Dwt,GT,Flag,Built,Month,Builder,Owner Group,Alternative_Fuel,SOx_Scrubber,Eco_Engine,Days_Before_ETA_Info
AURORA - 35B/35B,aurora,ISX3B,2020-12-01 11:59:00,2020-12-08 12:40:00,SCT1,Starboard,"Liverpool, United Kingdom",35B/35B,10121.0,868,"11,386","9,981",Antigua & Barbuda,2001.0,7.0,J. J. Sietas,Rudolf Schepers,0,0,0,16.0
AURORA - 36B/36B,aurora,ISX3B,2020-12-08 19:30:00,2020-12-20 22:02:00,SCT1,Starboard,"Liverpool, United Kingdom",36B/36B,17432.0,868,"11,386","9,981",Antigua & Barbuda,2001.0,7.0,J. J. Sietas,Rudolf Schepers,0,0,0,24.0
AURORA - 37B/37B,aurora,ISX3B,2020-12-27 07:00:00,2021-01-02 01:00:00,SCT1,Starboard,"Liverpool, United Kingdom",37B/37B,8280.0,868,"11,386","9,981",Antigua & Barbuda,2001.0,7.0,J. J. Sietas,Rudolf Schepers,0,0,0,12.0
BARZAN - C13/D13,barzan,FE2,2021-04-21 23:59:00,2021-04-27 09:00:00,SCT5,Starboard,"Hamburg, Germany",C13/D13,7741.0,"18,800","199,744","195,636",Malta,2015.0,5.0,Hyundai Samho HI,Hapag-Lloyd,0,0,Eco – Electronic Engine Modern,12.0
BARZAN - C25/D25,barzan,FE2,2021-08-05 19:30:00,2021-08-14 18:50:00,SCT5,Starboard,"Hamburg, Germany",C25/D25,12920.0,"18,800","199,744","195,636",Malta,2015.0,5.0,Hyundai Samho HI,Hapag-Lloyd,0,0,Eco – Electronic Engine Modern,17.0
BARZAN - C31/D31,barzan,FE2,2020-09-10 19:00:00,2020-09-09 02:44:00,SCT5,Starboard,"Hamburg, Germany",C31/D31,-2416.0,"18,800","199,744","195,636",Malta,2015.0,5.0,Hyundai Samho HI,Hapag-Lloyd,0,0,Eco – Electronic Engine Modern,17.0
BARZAN - C44/D44,barzan,FE2,2020-12-17 19:30:00,2021-01-03 05:45:00,SCT5,Starboard,"Hamburg, Germany",C44/D44,23655.0,"18,800","199,744","195,636",Malta,2015.0,5.0,Hyundai Samho HI,Hapag-Lloyd,0,0,Eco – Electronic Engine Modern,33.0
BG DIAMOND - 31L/31L,bg diamond,BGLP2,2020-08-05 07:30:00,2020-08-05 16:30:00,SCT1,Portside,"Rotterdam, Netherlands",31L/31L,540.0,"1,004","13,250","12,831",Cyprus,2017.0,12.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,11.0
BG DIAMOND - 32N/32N,bg diamond,BGLP3N,2020-08-10 19:00:00,2020-08-10 22:17:00,SCT1,Portside,"Cork, Ireland",32N/32N,197.0,"1,004","13,250","12,831",Cyprus,2017.0,12.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,6.0
BG DIAMOND - 35N/35N,bg diamond,BGLP3N,2020-09-02 07:00:00,2020-09-04 21:15:00,SCT1,Portside,"Cork, Ireland",35N/35N,3735.0,"1,004","13,250","12,831",Cyprus,2017.0,12.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,8.0
BG DIAMOND - 36N/36N,bg diamond,BGLP3N,2020-09-07 19:00:00,2020-09-11 08:19:00,SCT1,Portside,"Cork, Ireland",36N/36N,5119.0,"1,004","13,250","12,831",Cyprus,2017.0,12.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,9.0
BG EMERALD - 01L/01L,bg emerald,BGLP2,2021-01-05 19:00:00,2021-01-05 18:00:00,SCT1,Portside,"Liverpool, United Kingdom",01L/01L,-60.0,"1,004","13,250","12,831",Cyprus,2018.0,6.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,7.0
BG EMERALD - 27N/27N,bg emerald,BGLP3N,2020-07-07 07:00:00,2020-07-07 12:07:00,SCT1,Portside,"Cork, Ireland",27N/27N,307.0,"1,004","13,250","12,831",Cyprus,2018.0,6.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,3.0
BG EMERALD - 30L/30L,bg emerald,BGLP2,2020-07-29 07:00:00,2020-07-29 16:18:00,SCT1,Starboard,"Rotterdam, Netherlands",30L/30L,558.0,"1,004","13,250","12,831",Cyprus,2018.0,6.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,9.0
BG EMERALD - 31N/31N,bg emerald,BGLP3N,2020-08-03 19:30:00,2020-08-04 01:45:00,SCT1,Portside,"Cork, Ireland",31N/31N,375.0,"1,004","13,250","12,831",Cyprus,2018.0,6.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,10.0
BG EMERALD - 34L/34L,bg emerald,BGLP2,2020-08-26 07:00:00,2020-08-28 13:30:00,SCT1,Portside,"Rotterdam, Netherlands",34L/34L,3270.0,"1,004","13,250","12,831",Cyprus,2018.0,6.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,11.0
BG IRELAND - 44N/44N,bg ireland,BGLP3N,2020-12-07 10:00:00,2020-12-07 19:40:00,SCT1,Portside,"Rotterdam, Netherlands",44N/44N,580.0,902,"11,178","8,246",Cyprus,2007.0,2.0,Hegemann Rolandwerft,Jungerhans & Co,0,0,0,2.0
BG JADE - 26L/26L,bg jade,BGLP2,2020-07-08 07:00:00,2020-07-09 02:06:00,SCT1,Portside,"Rotterdam, Netherlands",26L/26L,1146.0,"1,004","13,250","12,831",Cyprus,2018.0,1.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,4.0
BG JADE - 28N/28N,bg jade,BGLP3N,2020-07-14 07:30:00,2020-07-26 09:40:00,SCT1,Portside,"Cork, Ireland",28N/28N,17410.0,"1,004","13,250","12,831",Cyprus,2018.0,1.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,10.0
BG JADE - 33L/33L,bg jade,BGLP2,2020-08-19 07:00:00,2020-08-21 13:24:00,SCT1,Portside,"Rotterdam, Netherlands",33L/33L,3264.0,"1,004","13,250","12,831",Cyprus,2018.0,1.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,9.0
BG JADE - 34N/34N,bg jade,BGLP3N,2020-08-24 19:00:00,2020-08-27 05:00:00,SCT1,Portside,"Cork, Ireland",34N/34N,3480.0,"1,004","13,250","12,831",Cyprus,2018.0,1.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,10.0
BG SAPPHIRE - 27L/27L,bg sapphire,BGLP2,2020-07-15 07:00:00,2020-07-15 16:15:00,SCT1,Portside,"Rotterdam, Netherlands",27L/27L,555.0,"1,004","13,250","12,831",Cyprus,2018.0,5.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,11.0
BG SAPPHIRE - 29N/29N,bg sapphire,BGLP3N,2020-07-20 19:00:00,2020-07-20 21:20:00,SCT1,Portside,"Cork, Ireland",29N/29N,140.0,"1,004","13,250","12,831",Cyprus,2018.0,5.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,11.0
BG SAPPHIRE - 32L/32L,bg sapphire,BGLP2,2020-08-12 07:00:00,2020-08-12 21:45:00,SCT1,Portside,"Rotterdam, Netherlands",32L/32L,885.0,"1,004","13,250","12,831",Cyprus,2018.0,5.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,7.0
BG SAPPHIRE - 33N/33N,bg sapphire,BGLP3N,2020-08-17 19:00:00,2020-08-18 11:54:00,SCT1,Portside,"Cork, Ireland",33N/33N,1014.0,"1,004","13,250","12,831",Cyprus,2018.0,5.0,Zhoushan Changhong,Jungerhans & Co,0,Fitted,Eco – Electronic Engine Modern,8.0
BJORG - 41A/41A,bjorg,ISX3,2021-07-21 19:30:00,2021-07-24 21:15:00,SCT1,Portside,"Rotterdam, Netherlands",41A/41A,4425.0,868,"11,386","9,981",Antigua & Barbuda,2001.0,4.0,J. J. Sietas,Elbdeich Reederei,0,0,0,12.0
BJORG - 44A/44A,bjorg,ISX3,2021-07-30 07:30:00,2021-07-31 15:00:00,SCT4,Starboard,"Rotterdam, Netherlands",44A/44A,1890.0,868,"11,386","9,981",Antigua & Barbuda,2001.0,4.0,J. J. Sietas,Elbdeich Reederei,0,0,0,15.0
BJORG - 50A/50A,bjorg,ISX3,2021-08-13 07:30:00,2021-08-15 21:20:00,SCT4,Starboard,"Rotterdam, Netherlands",50A/50A,3710.0,868,"11,386","9,981",Antigua & Barbuda,2001.0,4.0,J. J. Sietas,Elbdeich Reederei,0,0,0,14.0
BJORG - 53A/53A,bjorg,ISX3,2021-08-19 07:30:00,2021-08-21 12:00:00,SCT4,Starboard,"Rotterdam, Netherlands",53A/53A,3150.0,868,"11,386","9,981",Antigua & Barbuda,2001.0,4.0,J. J. Sietas,Elbdeich Reederei,0,0,0,14.0
BJORG - 57A/57A,bjorg,ISX3,2021-08-29 19:30:00,2021-09-04 11:00:00,SCT4,Starboard,"Rotterdam, Netherlands",57A/57A,8130.0,868,"11,386","9,981",Antigua & Barbuda,2001.0,4.0,J. J. Sietas,Elbdeich Reederei,0,0,0,15.0
BJORG - 62A/62A,bjorg,ISX3,2021-09-09 07:30:00,2021-09-08 22:10:00,SCT4,Starboard,"Rotterdam, Netherlands",62A/62A,-560.0,868,"11,386","9,981",Antigua & Barbuda,2001.0,4.0,J. J. Sietas,Elbdeich Reederei,0,0,0,15.0
BJORG - 63A/63A,bjorg,ISX3,2021-09-19 19:30:00,2021-09-24 09:39:00,SCT4,Starboard,"Rotterdam, Netherlands",63A/63A,6609.0,868,"11,386","9,981",Antigua & Barbuda,2001.0,4.0,J. J. Sietas,Elbdeich Reederei,0,0,0,15.0
BRUSSELS EXPRESS - E12/F12,brussels express,FE4,2021-06-01 22:00:00,2021-05-31 15:15:00,SCT5,Starboard,"Hamburg, Germany",E12/F12,-1845.0,"14,993","149,360","153,148",Germany,2014.0,12.0,Hyundai HI (Ulsan),Hapag-Lloyd,LNG,0,Eco – Electronic Engine Modern,8.0
BRUSSELS EXPRESS - E33/F33,brussels express,FE3,2021-09-05 07:30:00,2021-10-01 23:46:00,SCT5,Starboard,"Hong Kong, Hong Kong",E33/F33,38416.0,"14,993","149,360","153,148",Germany,2014.0,12.0,Hyundai HI (Ulsan),Hapag-Lloyd,LNG,0,Eco – Electronic Engine Modern,16.0
BURGUNDY - B04/B04,burgundy,FEMEX,2021-02-09 19:30:00,2021-02-09 13:25:00,SCT3,Starboard,"Rotterdam, Netherlands",B04/B04,-365.0,"3,426","42,250","36,087",Liberia,2008.0,12.0,TKMS Nordseewerke,MPC Group,0,0,0,5.0
BURGUNDY - B08/B08,burgundy,FEMEX,2021-03-13 04:00:00,2021-03-15 18:55:00,SCT3,Starboard,"Rotterdam, Netherlands",B08/B08,3775.0,"3,426","42,250","36,087",Liberia,2008.0,12.0,TKMS Nordseewerke,MPC Group,0,0,0,13.0
BURGUNDY - B13/B13,burgundy,FEMEX,2021-04-11 07:30:00,2021-04-12 03:40:00,SCT3,Starboard,"Rotterdam, Netherlands",B13/B13,1210.0,"3,426","42,250","36,087",Liberia,2008.0,12.0,TKMS Nordseewerke,MPC Group,0,0,0,11.0
BURGUNDY - B17/B17,burgundy,FEMEX,2021-05-08 23:59:00,2021-05-10 07:36:00,SCT2,Starboard,"Rotterdam, Netherlands",B17/B17,1897.0,"3,426","42,250","36,087",Liberia,2008.0,12.0,TKMS Nordseewerke,MPC Group,0,0,0,14.0
BURGUNDY - B28/B28,burgundy,FEMEX,2021-07-31 23:59:00,2021-08-11 07:42:00,SCT2,Starboard,"Rotterdam, Netherlands",B28/B28,14863.0,"3,426","42,250","36,087",Liberia,2008.0,12.0,TKMS Nordseewerke,MPC Group,0,0,0,12.0
BURGUNDY - B32/B32,burgundy,FEMEX,2021-09-08 07:30:00,2021-09-10 16:50:00,SCT3,Starboard,"Antwerpen, Belgium",B32/B32,3440.0,"3,426","42,250","36,087",Liberia,2008.0,12.0,TKMS Nordseewerke,MPC Group,0,0,0,14.0
BURGUNDY - B96/B96,burgundy,FEMEX,2021-07-05 07:30:00,2021-07-13 18:18:00,SCT2,Starboard,"Rotterdam, Netherlands",B96/B96,12168.0,"3,426","42,250","36,087",Liberia,2008.0,12.0,TKMS Nordseewerke,MPC Group,0,0,0,15.0
CAPE CHRONOS - E23/F23,cape chronos,FE4,2020-10-03 19:30:00,2020-10-05 02:25:00,SCT2,Starboard,"Hamburg, Germany",E23/F23,1855.0,"6,882","79,329","70,704",Cyprus,2015.0,6.0,HHIC-Phil (Subic SY),Cape Shipping,0,0,Eco – Electronic Engine Modern,14.0
CAPE CHRONOS - O26/O26,cape chronos,AL2,2021-06-28 07:30:00,2021-06-29 20:02:00,SCT3,Starboard,"Rotterdam, Netherlands",O26/O26,2192.0,"6,882","79,329","70,704",Cyprus,2015.0,6.0,HHIC-Phil (Subic SY),Cape Shipping,0,0,Eco – Electronic Engine Modern,18.0
CAPE CHRONOS - O31/O31,cape chronos,AL2,2021-08-07 07:30:00,2021-08-07 08:25:00,SCT3,Starboard,"Le Havre, France",O31/O31,55.0,"6,882","79,329","70,704",Cyprus,2015.0,6.0,HHIC-Phil (Subic SY),Cape Shipping,0,0,Eco – Electronic Engine Modern,13.0
CAPE CHRONOS - O36/O36,cape chronos,AL2,2021-09-11 07:30:00,2021-09-24 10:00:00,SCT1,Starboard,"Le Havre, France",O36/O36,18870.0,"6,882","79,329","70,704",Cyprus,2015.0,6.0,HHIC-Phil (Subic SY),Cape Shipping,0,0,Eco – Electronic Engine Modern,12.0
CAPE PIONEER - O28/O28,cape pioneer,AL2,2021-07-17 07:30:00,2021-07-17 00:27:00,SCT3,Starboard,"Rotterdam, Netherlands",O28/O28,-423.0,"6,882","79,329","70,704",Cyprus,2017.0,7.0,HHIC-Phil (Subic SY),Cape Shipping,0,0,Eco – Electronic Engine Modern,12.0
CAPE PIONEER - O33/O33,cape pioneer,AL2,2021-08-21 07:30:00,2021-08-25 01:00:00,SCT3,Starboard,"Le Havre, France",O33/O33,5370.0,"6,882","79,329","70,704",Cyprus,2017.0,7.0,HHIC-Phil (Subic SY),Cape Shipping,0,0,Eco – Electronic Engine Modern,11.0
CAROLINA STAR - B07/B07,carolina star,FEMEX,2021-03-03 11:59:00,2021-03-06 07:45:00,SCT3,Starboard,"Rotterdam, Netherlands",B07/B07,4066.0,"3,430","40,017","37,113",Liberia,2000.0,12.0,Samsung HI,Metrostar Management,0,0,0,11.0
CAROLINA STAR - B12/B12,carolina star,FEMEX,2021-04-04 07:30:00,2021-04-04 19:15:00,SCT3,Starboard,"Rotterdam, Netherlands",B12/B12,705.0,"3,430","40,017","37,113",Liberia,2000.0,12.0,Samsung HI,Metrostar Management,0,0,0,15.0
CAROLINA STAR - B16/B16,carolina star,FEMEX,2021-05-01 23:59:00,2021-05-01 19:00:00,SCT2,Starboard,"Rotterdam, Netherlands",B16/B16,-299.0,"3,430","40,017","37,113",Liberia,2000.0,12.0,Samsung HI,Metrostar Management,0,0,0,12.0
CAROLINA STAR - B20/B20,carolina star,FEMEX,2021-06-01 07:30:00,2021-06-02 19:45:00,SCT2,Starboard,"Rotterdam, Netherlands",B20/B20,2175.0,"3,430","40,017","37,113",Liberia,2000.0,12.0,Samsung HI,Metrostar Management,0,0,0,12.0
CHICAGO EXPRESS - X40/X40,chicago express,ADHOC,2020-10-03 10:01:00,2020-10-02 01:45:00,SCT3,Starboard,"OPTIONAL,",X40/X40,-1936.0,"8,749","103,691","93,811",Germany,2006.0,3.0,Hyundai HI (Ulsan),Hapag-Lloyd,0,0,Eco – Electronic Engine,3.0
CITY OF HONGKONG - V24/W24,city of hongkong,GEX2,2021-06-29 07:30:00,2021-06-29 08:40:00,SCT2,Starboard,"Antwerpen, Belgium",V24/W24,70.0,"2,564","34,418","26,936",Antigua & Barbuda,2009.0,5.0,Xiamen Shipbuilding,Arne Blystad AS,0,Fitted,0,14.0
CMA CGM ALCAZAR - A02/A02,cma cgm alcazar,LEVANT,2021-01-15 19:30:00,2021-01-16 01:43:00,SCT3,Starboard,"Rotterdam, Netherlands",A02/A02,373.0,"5,089","68,282","54,778",Panama,2007.0,11.0,HHIC (Yeongdo),Global Ship Lease,0,0,0,6.0
CMA CGM ALCAZAR - A06/A06,cma cgm alcazar,LEVANT,2021-02-19 19:30:00,2021-02-20 00:20:00,SCT3,Starboard,"Rotterdam, Netherlands",A06/A06,290.0,"5,089","68,282","54,778",Panama,2007.0,11.0,HHIC (Yeongdo),Global Ship Lease,0,0,0,15.0
CMA CGM ALCAZAR - A12/A12,cma cgm alcazar,LEVANT,2021-03-26 19:30:00,2021-03-30 19:27:00,SCT3,Starboard,"Rotterdam, Netherlands",A12/A12,5757.0,"5,089","68,282","54,778",Panama,2007.0,11.0,HHIC (Yeongdo),Global Ship Lease,0,0,0,12.0
CMA CGM ALCAZAR - A17/A17,cma cgm alcazar,LEVANT,2021-05-07 19:30:00,2021-05-09 05:10:00,SCT3,Starboard,"Rotterdam, Netherlands",A17/A17,2020.0,"5,089","68,282","54,778",Panama,2007.0,11.0,HHIC (Yeongdo),Global Ship Lease,0,0,0,13.0
CMA CGM ALCAZAR - A22/A22,cma cgm alcazar,LEVANT,2021-06-12 12:00:00,2021-06-20 22:24:00,SCT3,Starboard,"Rotterdam, Netherlands",A22/A22,12144.0,"5,089","68,282","54,778",Panama,2007.0,11.0,HHIC (Yeongdo),Global Ship Lease,0,0,0,14.0
CMA CGM ALCAZAR - A26/A26,cma cgm alcazar,LEVANT,2021-07-15 14:30:00,2021-07-25 15:22:00,SCT2,Starboard,"Rotterdam, Netherlands",A26/A26,14452.0,"5,089","68,282","54,778",Panama,2007.0,11.0,HHIC (Yeongdo),Global Ship Lease,0,0,0,16.0
CMA CGM ALCAZAR - A30/A30,cma cgm alcazar,LEVANT,2021-08-20 11:59:00,2021-08-22 22:43:00,SCT3,Starboard,"Le Havre, France",A30/A30,3524.0,"5,089","68,282","54,778",Panama,2007.0,11.0,HHIC (Yeongdo),Global Ship Lease,0,0,0,15.0
CMA CGM ALCAZAR - A33/A33,cma cgm alcazar,LEVANT,2021-09-25 07:30:00,2021-10-03 14:30:00,SCT3,Starboard,"Le Havre, France",A33/A33,11940.0,"5,089","68,282","54,778",Panama,2007.0,11.0,HHIC (Yeongdo),Global Ship Lease,0,0,0,15.0
CMA CGM ALEXANDER VON HUMBOLDT - M33/M33,cma cgm alexander von humboldt,NEU4I,2020-08-29 19:00:00,2020-08-31 01:45:00,SCT5,Starboard,"Dunkerque, France",M33/M33,1845.0,"16,020","186,470","176,546",Malta,2013.0,4.0,Daewoo (DSME),CMA CGM,0,Fitted,Eco – Electronic Engine,15.0
CMA CGM ALEXANDER VON HUMBOLDT - M45/M45,cma cgm alexander von humboldt,NEU4I,2020-11-21 19:30:00,2020-11-23 22:30:00,SCT5,Starboard,"Dunkerque, France",M45/M45,3060.0,"16,020","186,470","176,546",Malta,2013.0,4.0,Daewoo (DSME),CMA CGM,0,Fitted,Eco – Electronic Engine,12.0
CMA CGM ALEXANDER VON HUMBOLDT - N09/N09,cma cgm alexander von humboldt,NEU4E,2021-02-21 07:30:00,2021-02-23 19:45:00,SCT5,Starboard,"Le Havre, France",N09/N09,3615.0,"16,020","186,470","176,546",Malta,2013.0,4.0,Daewoo (DSME),CMA CGM,0,Fitted,Eco – Electronic Engine,11.0
CMA CGM ALEXANDER VON HUMBOLDT - N36/N36,cma cgm alexander von humboldt,NEU4E,2020-09-09 16:00:00,2020-09-10 00:04:00,SCT5,Starboard,"Le Havre, France",N36/N36,484.0,"16,020","186,470","176,546",Malta,2013.0,4.0,Daewoo (DSME),CMA CGM,0,Fitted,Eco – Electronic Engine,16.0
CMA CGM ALEXANDER VON HUMBOLDT - N48/N48,cma cgm alexander von humboldt,NEU4E,2020-12-02 19:30:00,2020-12-04 16:44:00,SCT5,Starboard,"Le Havre, France",N48/N48,2714.0,"16,020","186,470","176,546",Malta,2013.0,4.0,Daewoo (DSME),CMA CGM,0,Fitted,Eco – Electronic Engine,18.0
CMA CGM ANTOINE DE SAINT EXUPERY - M36/M36,cma cgm antoine de saint exupery,NEU4I,2020-09-22 19:30:00,2020-09-22 18:30:00,SCT5,Starboard,"Dunkerque, France",M36/M36,-60.0,"20,600","202,684","217,673",Registre International Francais,2018.0,1.0,HHIC-Phil (Subic SY),CMA CGM,0,Fitted,Eco – Electronic Engine Modern,13.0
CMA CGM ANTOINE DE SAINT EXUPERY - N27/N27,cma cgm antoine de saint exupery,NEU4E,2020-07-11 07:30:00,2020-07-11 05:00:00,SCT5,Starboard,"Le Havre, France",N27/N27,-150.0,"20,600","202,684","217,673",Registre International Francais,2018.0,1.0,HHIC-Phil (Subic SY),CMA CGM,0,Fitted,Eco – Electronic Engine Modern,7.0
CMA CGM ANTOINE DE SAINT EXUPERY - N39/N39,cma cgm antoine de saint exupery,NEU4E,2020-10-02 19:30:00,2020-10-07 01:45:00,SCT5,Starboard,"Le Havre, France",N39/N39,6135.0,"20,600","202,684","217,673",Registre International Francais,2018.0,1.0,HHIC-Phil (Subic SY),CMA CGM,0,Fitted,Eco – Electronic Engine Modern,13.0
CMA CGM ANTOINE DE SAINT EXUPERY - N51/N51,cma cgm antoine de saint exupery,NEU4E,2020-12-25 16:00:00,2020-12-27 21:00:00,SCT5,Starboard,"Le Havre, France",N51/N51,3180.0,"20,600","202,684","217,673",Registre International Francais,2018.0,1.0,HHIC-Phil (Subic SY),CMA CGM,0,Fitted,Eco – Electronic Engine Modern,41.0
CMA CGM BENJAMIN FRANKLIN - M17/M17,cma cgm benjamin franklin,FAL3,2021-04-28 19:30:00,2021-04-30 15:35:00,SCT2,Starboard,"Rotterdam, Netherlands",M17/M17,2645.0,"17,859","185,000","167,936",Malta,2015.0,12.0,Jiangnan Changxing,CSSC,0,Fitted,Eco – Electronic Engine Modern,14.0
CMA CGM BENJAMIN FRANKLIN - M28/M28,cma cgm benjamin franklin,FAL3,2021-07-18 19:30:00,2021-07-17 08:40:00,SCT2,Starboard,"Rotterdam, Netherlands",M28/M28,-2090.0,"17,859","185,000","167,936",Malta,2015.0,12.0,Jiangnan Changxing,CSSC,0,Fitted,Eco – Electronic Engine Modern,14.0
CMA CGM BOUGAINVILLE - M05/M05,cma cgm bougainville,FAL3,2021-02-02 19:00:00,2021-02-05 21:36:00,SCT2,Starboard,"Rotterdam, Netherlands",M05/M05,4476.0,"17,722","186,528","175,688",Malta,2015.0,8.0,Samsung HI,CMA CGM,0,Fitted,Eco – Electronic Engine Modern,14.0
CMA CGM BOUGAINVILLE - M18/M18,cma cgm bougainville,FAL3,2021-05-05 19:30:00,2021-05-06 23:58:00,SCT2,Starboard,"Rotterdam, Netherlands",M18/M18,1708.0,"17,722","186,528","175,688",Malta,2015.0,8.0,Samsung HI,CMA CGM,0,Fitted,Eco – Electronic Engine Modern,16.0
CMA CGM BOUGAINVILLE - M29/M29,cma cgm bougainville,FAL3,2021-07-24 19:30:00,2021-07-29 13:20:00,SCT2,Starboard,"Rotterdam, Netherlands",M29/M29,6830.0,"17,722","186,528","175,688",Malta,2015.0,8.0,Samsung HI,CMA CGM,0,Fitted,Eco – Electronic Engine Modern,15.0
CMA CGM BOUGAINVILLE - M31/M31,cma cgm bougainville,NEU4I,2020-08-15 19:00:00,2020-08-15 22:30:00,SCT5,Starboard,"Dunkerque, France",M31/M31,210.0,"17,722","186,528","175,688",Malta,2015.0,8.0,Samsung HI,CMA CGM,0,Fitted,Eco – Electronic Engine Modern,11.0
CMA CGM BOUGAINVILLE - M43/M43,cma cgm bougainville,NEU4I,2020-11-07 19:30:00,2020-11-08 06:30:00,SCT5,Starboard,"Dunkerque, France",M43/M43,660.0,"17,722","186,528","175,688",Malta,2015.0,8.0,Samsung HI,CMA CGM,0,Fitted,Eco – Electronic Engine Modern,14.0
CMA CGM BOUGAINVILLE - N34/N34,cma cgm bougainville,NEU4E,2020-08-26 07:30:00,2020-08-27 02:08:00,SCT5,Starboard,"Le Havre, France",N34/N34,1118.0,"17,722","186,528","175,688",Malta,2015.0,8.0,Samsung HI,CMA CGM,0,Fitted,Eco – Electronic Engine Modern,11.0
CMA CGM BOUGAINVILLE - N46/N46,cma cgm bougainville,NEU4E,2020-11-18 16:00:00,2020-11-19 10:45:00,SCT3,Starboard,"Le Havre, France",N46/N46,1125.0,"17,722","186,528","175,688",Malta,2015.0,8.0,Samsung HI,CMA CGM,0,Fitted,Eco – Electronic Engine Modern,14.0
CMA CGM CENDRILLON - J19/J19,cma cgm cendrillon,EPIC,2021-06-22 13:00:00,2021-06-22 14:30:00,SCT2,Starboard,"Bremerhaven, Germany",J19/J19,90.0,"8,465","109,021","90,931",Malta,2009.0,5.0,Samsung HI,CMA CGM,0,0,Eco – Electronic Engine,13.0
CMA CGM CENDRILLON - J27/J27,cma cgm cendrillon,EPIC,2021-08-17 13:00:00,2021-08-18 06:54:00,SCT5,Starboard,"Bremerhaven, Germany",J27/J27,1074.0,"8,465","109,021","90,931",Malta,2009.0,5.0,Samsung HI,CMA CGM,0,0,Eco – Electronic Engine,13.0
CMA CGM CHAMPS ELYSEES - M46/M46,cma cgm champs elysees,NEU4I,2020-11-30 11:59:00,2020-12-01 14:00:00,SCT5,Starboard,"Dunkerque, France",M46/M46,1561.0,"23,112","220,868","236,583",France,2020.0,10.0,Jiangnan SY Group,CMA CGM,LNG,0,Eco – Electronic Engine Modern,15.0
CMA CGM CHAMPS ELYSEES - N49/N49,cma cgm champs elysees,NEU4E,2020-12-11 07:30:00,2020-12-14 23:45:00,SCT5,Starboard,"Le Havre, France",N49/N49,5295.0,"23,112","220,868","236,583",France,2020.0,10.0,Jiangnan SY Group,CMA CGM,LNG,0,Eco – Electronic Engine Modern,26.0
CMA CGM DALILA - X30/X30,cma cgm dalila,ADHOC,2020-08-30 19:00:00,2020-08-30 16:00:00,SCT1,Starboard,"OPTIONAL,",X30/X30,-180.0,"8,465","109,021","89,787",Registre International Francais,2011.0,4.0,Samsung HI,CMA CGM,0,0,Eco – Electronic Engine,1.0
CMA CGM GEORG FORSTER - M02/M02,cma cgm georg forster,NEU3,2021-01-10 19:30:00,2021-01-24 07:18:00,SCT5,Starboard,"Rotterdam, Netherlands",M02/M02,19428.0,"17,722","186,745","175,688",Malta,2015.0,6.0,Samsung HI,CMA CGM,0,Fitted,Eco – Electronic Engine Modern,17.0
CMA CGM GEORG FORSTER - M14/M14,cma cgm georg forster,FAL3,2021-04-07 19:00:00,2021-04-09 22:25:00,SCT2,Starboard,"Rotterdam, Netherlands",M14/M14,3085.0,"17,722","186,745","175,688",Malta,2015.0,6.0,Samsung HI,CMA CGM,0,Fitted,Eco – Electronic Engine Modern,14.0
CMA CGM GEORG FORSTER - M26/M26,cma cgm georg forster,FAL3,2021-07-01 07:30:00,2021-06-28 14:43:00,SCT2,Starboard,"Rotterdam, Netherlands",M26/M26,-3887.0,"17,722","186,745","175,688",Malta,2015.0,6.0,Samsung HI,CMA CGM,0,Fitted,Eco – Electronic Engine Modern,16.0
CMA CGM GEORG FORSTER - M29/M29,cma cgm georg forster,NEU4I,2020-08-01 19:00:00,2020-08-02 01:25:00,SCT5,Starboard,"Dunkerque, France",M29/M29,385.0,"17,722","186,745","175,688",Malta,2015.0,6.0,Samsung HI,CMA CGM,0,Fitted,Eco – Electronic Engine Modern,13.0
