Ship_ID,Vessel_Name,Service,ETA,ATA,Berth,Side,NextPort,Delay,Size,Dwt,GT,Flag,Built_Year,Built_Month,Builder,Owner,Alternative_Fuel,SOx_Scrubber,Eco_Engine,Days_Before_ETA_Info,ETA_Year,ETA_Month,ETA_Day,ETA_Weekday,ETA_Hour,date,new_cases
BG DIAMOND - 36N/36N,bg diamond,BGLP3N,2020-36,2020-09-11 08:19:00,SCT1,Portside,Cork,5119.0,1004,13250,12831,Cyprus,2017,12,Zhoushan Changhong,Jungerhans & Co,0,1,1,9.0,2020,9,7,0,19,2020-36,21432.0
BG EMERALD - 01L/01L,bg emerald,BGLP2,2021-01,2021-01-05 18:00:00,SCT1,Portside,Liverpool,-60.0,1004,13250,12831,Cyprus,2018,6,Zhoushan Changhong,Jungerhans & Co,0,1,1,7.0,2021,1,5,1,19,2021-01,418669.0
BG EMERALD - 27N/27N,bg emerald,BGLP3N,2020-27,2020-07-07 12:07:00,SCT1,Portside,Cork,307.0,1004,13250,12831,Cyprus,2018,6,Zhoushan Changhong,Jungerhans & Co,0,1,1,3.0,2020,7,7,1,7,2020-27,4223.0
BG EMERALD - 30L/30L,bg emerald,BGLP2,2020-30,2020-07-29 16:18:00,SCT1,Starboard,Rotterdam,558.0,1004,13250,12831,Cyprus,2018,6,Zhoushan Changhong,Jungerhans & Co,0,1,1,9.0,2020,7,29,2,7,2020-30,5289.0
BG EMERALD - 31N/31N,bg emerald,BGLP3N,2020-31,2020-08-04 01:45:00,SCT1,Portside,Cork,375.0,1004,13250,12831,Cyprus,2018,6,Zhoushan Changhong,Jungerhans & Co,0,1,1,10.0,2020,8,3,0,19,2020-31,6265.0
BG EMERALD - 34L/34L,bg emerald,BGLP2,2020-34,2020-08-28 13:30:00,SCT1,Portside,Rotterdam,3270.0,1004,13250,12831,Cyprus,2018,6,Zhoushan Changhong,Jungerhans & Co,0,1,1,11.0,2020,8,26,2,7,2020-34,9025.0
BG IRELAND - 44N/44N,bg ireland,BGLP3N,2020-49,2020-12-07 19:40:00,SCT1,Portside,Rotterdam,580.0,902,11178,8246,Cyprus,2007,2,Hegemann Rolandwerft,Jungerhans & Co,0,0,0,2.0,2020,12,7,0,10,2020-49,126739.0
BG JADE - 26L/26L,bg jade,BGLP2,2020-27,2020-07-09 02:06:00,SCT1,Portside,Rotterdam,1146.0,1004,13250,12831,Cyprus,2018,1,Zhoushan Changhong,Jungerhans & Co,0,1,1,4.0,2020,7,8,2,7,2020-27,4223.0
BG JADE - 28N/28N,bg jade,BGLP3N,2020-28,2020-07-26 09:40:00,SCT1,Portside,Cork,17410.0,1004,13250,12831,Cyprus,2018,1,Zhoushan Changhong,Jungerhans & Co,0,1,1,10.0,2020,7,14,1,7,2020-28,5204.0
BG JADE - 33L/33L,bg jade,BGLP2,2020-33,2020-08-21 13:24:00,SCT1,Portside,Rotterdam,3264.0,1004,13250,12831,Cyprus,2018,1,Zhoushan Changhong,Jungerhans & Co,0,1,1,9.0,2020,8,19,2,7,2020-33,7300.0
BG JADE - 34N/34N,bg jade,BGLP3N,2020-34,2020-08-27 05:00:00,SCT1,Portside,Cork,3480.0,1004,13250,12831,Cyprus,2018,1,Zhoushan Changhong,Jungerhans & Co,0,1,1,10.0,2020,8,24,0,19,2020-34,9025.0
BG SAPPHIRE - 27L/27L,bg sapphire,BGLP2,2020-28,2020-07-15 16:15:00,SCT1,Portside,Rotterdam,555.0,1004,13250,12831,Cyprus,2018,5,Zhoushan Changhong,Jungerhans & Co,0,1,1,11.0,2020,7,15,2,7,2020-28,5204.0
BG SAPPHIRE - 29N/29N,bg sapphire,BGLP3N,2020-29,2020-07-20 21:20:00,SCT1,Portside,Cork,140.0,1004,13250,12831,Cyprus,2018,5,Zhoushan Changhong,Jungerhans & Co,0,1,1,11.0,2020,7,20,0,19,2020-29,4662.0
BG SAPPHIRE - 32L/32L,bg sapphire,BGLP2,2020-32,2020-08-12 21:45:00,SCT1,Portside,Rotterdam,885.0,1004,13250,12831,Cyprus,2018,5,Zhoushan Changhong,Jungerhans & Co,0,1,1,7.0,2020,8,12,2,7,2020-32,7769.0
BG SAPPHIRE - 33N/33N,bg sapphire,BGLP3N,2020-33,2020-08-18 11:54:00,SCT1,Portside,Cork,1014.0,1004,13250,12831,Cyprus,2018,5,Zhoushan Changhong,Jungerhans & Co,0,1,1,8.0,2020,8,17,0,19,2020-33,7300.0
BJORG - 41A/41A,bjorg,ISX3,2021-29,2021-07-24 21:15:00,SCT1,Portside,Rotterdam,4425.0,868,11386,9981,Antigua & Barbuda,2001,4,J. J. Sietas,Elbdeich Reederei,0,0,0,12.0,2021,7,21,2,19,2021-29,268123.0
BJORG - 44A/44A,bjorg,ISX3,2021-30,2021-07-31 15:00:00,SCT4,Starboard,Rotterdam,1890.0,868,11386,9981,Antigua & Barbuda,2001,4,J. J. Sietas,Elbdeich Reederei,0,0,0,15.0,2021,7,30,4,7,2021-30,184195.0
BJORG - 50A/50A,bjorg,ISX3,2021-32,2021-08-15 21:20:00,SCT4,Starboard,Rotterdam,3710.0,868,11386,9981,Antigua & Barbuda,2001,4,J. J. Sietas,Elbdeich Reederei,0,0,0,14.0,2021,8,13,4,7,2021-32,199040.0
BJORG - 53A/53A,bjorg,ISX3,2021-33,2021-08-21 12:00:00,SCT4,Starboard,Rotterdam,3150.0,868,11386,9981,Antigua & Barbuda,2001,4,J. J. Sietas,Elbdeich Reederei,0,0,0,14.0,2021,8,19,3,7,2021-33,226406.0
BJORG - 57A/57A,bjorg,ISX3,2021-34,2021-09-04 11:00:00,SCT4,Starboard,Rotterdam,8130.0,868,11386,9981,Antigua & Barbuda,2001,4,J. J. Sietas,Elbdeich Reederei,0,0,0,15.0,2021,8,29,6,19,2021-34,239341.0
BJORG - 62A/62A,bjorg,ISX3,2021-36,2021-09-08 22:10:00,SCT4,Starboard,Rotterdam,-560.0,868,11386,9981,Antigua & Barbuda,2001,4,J. J. Sietas,Elbdeich Reederei,0,0,0,15.0,2021,9,9,3,7,2021-36,249212.0
BJORG - 63A/63A,bjorg,ISX3,2021-37,2021-09-24 09:39:00,SCT4,Starboard,Rotterdam,6609.0,868,11386,9981,Antigua & Barbuda,2001,4,J. J. Sietas,Elbdeich Reederei,0,0,0,15.0,2021,9,19,6,19,2021-37,205039.0
BRUSSELS EXPRESS - E12/F12,brussels express,FE4,2021-22,2021-05-31 15:15:00,SCT5,Starboard,Hamburg,-1845.0,14993,149360,153148,Germany,2014,12,Hyundai HI (Ulsan),Hapag-Lloyd,1,0,1,8.0,2021,6,1,1,22,2021-22,32865.0
BRUSSELS EXPRESS - E33/F33,brussels express,FE3,2021-35,2021-10-01 23:46:00,SCT5,Starboard,Hong Kong,38416.0,14993,149360,153148,Germany,2014,12,Hyundai HI (Ulsan),Hapag-Lloyd,1,0,1,16.0,2021,9,5,6,7,2021-35,247636.0
BURGUNDY - B04/B04,burgundy,FEMEX,2021-06,2021-02-09 13:25:00,SCT3,Starboard,Rotterdam,-365.0,3426,42250,36087,Liberia,2008,12,TKMS Nordseewerke,MPC Group,0,0,0,5.0,2021,2,9,1,19,2021-06,92743.0
BURGUNDY - B08/B08,burgundy,FEMEX,2021-10,2021-03-15 18:55:00,SCT3,Starboard,Rotterdam,3775.0,3426,42250,36087,Liberia,2008,12,TKMS Nordseewerke,MPC Group,0,0,0,13.0,2021,3,13,5,4,2021-10,40544.0
BURGUNDY - B13/B13,burgundy,FEMEX,2021-14,2021-04-12 03:40:00,SCT3,Starboard,Rotterdam,1210.0,3426,42250,36087,Liberia,2008,12,TKMS Nordseewerke,MPC Group,0,0,0,11.0,2021,4,11,6,7,2021-14,10812.0
BURGUNDY - B17/B17,burgundy,FEMEX,2021-18,2021-05-10 07:36:00,SCT2,Starboard,Rotterdam,1897.0,3426,42250,36087,Liberia,2008,12,TKMS Nordseewerke,MPC Group,0,0,0,14.0,2021,5,8,5,23,2021-18,14747.0
BURGUNDY - B28/B28,burgundy,FEMEX,2021-30,2021-08-11 07:42:00,SCT2,Starboard,Rotterdam,14863.0,3426,42250,36087,Liberia,2008,12,TKMS Nordseewerke,MPC Group,0,0,0,12.0,2021,7,31,5,23,2021-30,184195.0
BURGUNDY - B32/B32,burgundy,FEMEX,2021-36,2021-09-10 16:50:00,SCT3,Starboard,Antwerpen,3440.0,3426,42250,36087,Liberia,2008,12,TKMS Nordseewerke,MPC Group,0,0,0,14.0,2021,9,8,2,7,2021-36,249212.0
BURGUNDY - B96/B96,burgundy,FEMEX,2021-27,2021-07-13 18:18:00,SCT2,Starboard,Rotterdam,12168.0,3426,42250,36087,Liberia,2008,12,TKMS Nordseewerke,MPC Group,0,0,0,15.0,2021,7,5,0,7,2021-27,218994.0
CAPE CHRONOS - E23/F23,cape chronos,FE4,2020-39,2020-10-05 02:25:00,SCT2,Starboard,Hamburg,1855.0,6882,79329,70704,Cyprus,2015,6,HHIC-Phil (Subic SY),Cape Shipping,0,0,1,14.0,2020,10,3,5,19,2020-39,68102.0
CAPE CHRONOS - O26/O26,cape chronos,AL2,2021-26,2021-06-29 20:02:00,SCT3,Starboard,Rotterdam,2192.0,6882,79329,70704,Cyprus,2015,6,HHIC-Phil (Subic SY),Cape Shipping,0,0,1,18.0,2021,6,28,0,7,2021-26,171524.0
CAPE CHRONOS - O31/O31,cape chronos,AL2,2021-31,2021-08-07 08:25:00,SCT3,Starboard,Le Havre,55.0,6882,79329,70704,Cyprus,2015,6,HHIC-Phil (Subic SY),Cape Shipping,0,0,1,13.0,2021,8,7,5,7,2021-31,190523.0
CAPE CHRONOS - O36/O36,cape chronos,AL2,2021-36,2021-09-24 10:00:00,SCT1,Starboard,Le Havre,18870.0,6882,79329,70704,Cyprus,2015,6,HHIC-Phil (Subic SY),Cape Shipping,0,0,1,12.0,2021,9,11,5,7,2021-36,249212.0
CAPE PIONEER - O28/O28,cape pioneer,AL2,2021-28,2021-07-17 00:27:00,SCT3,Starboard,Rotterdam,-423.0,6882,79329,70704,Cyprus,2017,7,HHIC-Phil (Subic SY),Cape Shipping,0,0,1,12.0,2021,7,17,5,7,2021-28,316114.0
CAPE PIONEER - O33/O33,cape pioneer,AL2,2021-33,2021-08-25 01:00:00,SCT3,Starboard,Le Havre,5370.0,6882,79329,70704,Cyprus,2017,7,HHIC-Phil (Subic SY),Cape Shipping,0,0,1,11.0,2021,8,21,5,7,2021-33,226406.0
CAROLINA STAR - B07/B07,carolina star,FEMEX,2021-09,2021-03-06 07:45:00,SCT3,Starboard,Rotterdam,4066.0,3430,40017,37113,Liberia,2000,12,Samsung HI,Metrostar Management,0,0,0,11.0,2021,3,3,2,11,2021-09,42339.0
CAROLINA STAR - B12/B12,carolina star,FEMEX,2021-13,2021-04-04 19:15:00,SCT3,Starboard,Rotterdam,705.0,3430,40017,37113,Liberia,2000,12,Samsung HI,Metrostar Management,0,0,0,15.0,2021,4,4,6,7,2021-13,26785.0
CAROLINA STAR - B16/B16,carolina star,FEMEX,2021-17,2021-05-01 19:00:00,SCT2,Starboard,Rotterdam,-299.0,3430,40017,37113,Liberia,2000,12,Samsung HI,Metrostar Management,0,0,0,12.0,2021,5,1,5,23,2021-17,15388.0
CAROLINA STAR - B20/B20,carolina star,FEMEX,2021-22,2021-06-02 19:45:00,SCT2,Starboard,Rotterdam,2175.0,3430,40017,37113,Liberia,2000,12,Samsung HI,Metrostar Management,0,0,0,12.0,2021,6,1,1,7,2021-22,32865.0
CHICAGO EXPRESS - X40/X40,chicago express,ADHOC,2020-39,2020-10-02 01:45:00,SCT3,Starboard,OPTIONAL,-1936.0,8749,103691,93811,Germany,2006,3,Hyundai HI (Ulsan),Hapag-Lloyd,0,0,1,3.0,2020,10,3,5,10,2020-39,68102.0
CITY OF HONGKONG - V24/W24,city of hongkong,GEX2,2021-26,2021-06-29 08:40:00,SCT2,Starboard,Antwerpen,70.0,2564,34418,26936,Antigua & Barbuda,2009,5,Xiamen Shipbuilding,Arne Blystad AS,0,1,0,14.0,2021,6,29,1,7,2021-26,171524.0
CMA CGM ALCAZAR - A02/A02,cma cgm alcazar,LEVANT,2021-02,2021-01-16 01:43:00,SCT3,Starboard,Rotterdam,373.0,5089,68282,54778,Panama,2007,11,HHIC (Yeongdo),Global Ship Lease,0,0,0,6.0,2021,1,15,4,19,2021-02,324372.0
CMA CGM ALCAZAR - A06/A06,cma cgm alcazar,LEVANT,2021-07,2021-02-20 00:20:00,SCT3,Starboard,Rotterdam,290.0,5089,68282,54778,Panama,2007,11,HHIC (Yeongdo),Global Ship Lease,0,0,0,15.0,2021,2,19,4,19,2021-07,77654.0
CMA CGM ALCAZAR - A12/A12,cma cgm alcazar,LEVANT,2021-12,2021-03-30 19:27:00,SCT3,Starboard,Rotterdam,5757.0,5089,68282,54778,Panama,2007,11,HHIC (Yeongdo),Global Ship Lease,0,0,0,12.0,2021,3,26,4,19,2021-12,36818.0
CMA CGM ALCAZAR - A17/A17,cma cgm alcazar,LEVANT,2021-18,2021-05-09 05:10:00,SCT3,Starboard,Rotterdam,2020.0,5089,68282,54778,Panama,2007,11,HHIC (Yeongdo),Global Ship Lease,0,0,0,13.0,2021,5,7,4,19,2021-18,14747.0
CMA CGM ALCAZAR - A22/A22,cma cgm alcazar,LEVANT,2021-23,2021-06-20 22:24:00,SCT3,Starboard,Rotterdam,12144.0,5089,68282,54778,Panama,2007,11,HHIC (Yeongdo),Global Ship Lease,0,0,0,14.0,2021,6,12,5,12,2021-23,48977.0
CMA CGM ALCAZAR - A26/A26,cma cgm alcazar,LEVANT,2021-28,2021-07-25 15:22:00,SCT2,Starboard,Rotterdam,14452.0,5089,68282,54778,Panama,2007,11,HHIC (Yeongdo),Global Ship Lease,0,0,0,16.0,2021,7,15,3,14,2021-28,316114.0
CMA CGM ALCAZAR - A30/A30,cma cgm alcazar,LEVANT,2021-33,2021-08-22 22:43:00,SCT3,Starboard,Le Havre,3524.0,5089,68282,54778,Panama,2007,11,HHIC (Yeongdo),Global Ship Lease,0,0,0,15.0,2021,8,20,4,11,2021-33,226406.0
CMA CGM ALCAZAR - A33/A33,cma cgm alcazar,LEVANT,2021-38,2021-10-03 14:30:00,SCT3,Starboard,Le Havre,11940.0,5089,68282,54778,Panama,2007,11,HHIC (Yeongdo),Global Ship Lease,0,0,0,15.0,2021,9,25,5,7,2021-38,235567.0
CMA CGM ALEXANDER VON HUMBOLDT - M33/M33,cma cgm alexander von humboldt,NEU4I,2020-34,2020-08-31 01:45:00,SCT5,Starboard,Dunkerque,1845.0,16020,186470,176546,Malta,2013,4,Daewoo (DSME),CMA CGM,0,1,1,15.0,2020,8,29,5,19,2020-34,9025.0
CMA CGM ALEXANDER VON HUMBOLDT - M45/M45,cma cgm alexander von humboldt,NEU4I,2020-46,2020-11-23 22:30:00,SCT5,Starboard,Dunkerque,3060.0,16020,186470,176546,Malta,2013,4,Daewoo (DSME),CMA CGM,0,1,1,12.0,2020,11,21,5,19,2020-46,142919.0
CMA CGM ALEXANDER VON HUMBOLDT - N09/N09,cma cgm alexander von humboldt,NEU4E,2021-07,2021-02-23 19:45:00,SCT5,Starboard,Le Havre,3615.0,16020,186470,176546,Malta,2013,4,Daewoo (DSME),CMA CGM,0,1,1,11.0,2021,2,21,6,7,2021-07,77654.0
CMA CGM ALEXANDER VON HUMBOLDT - N36/N36,cma cgm alexander von humboldt,NEU4E,2020-36,2020-09-10 00:04:00,SCT5,Starboard,Le Havre,484.0,16020,186470,176546,Malta,2013,4,Daewoo (DSME),CMA CGM,0,1,1,16.0,2020,9,9,2,16,2020-36,21432.0
CMA CGM ALEXANDER VON HUMBOLDT - N48/N48,cma cgm alexander von humboldt,NEU4E,2020-48,2020-12-04 16:44:00,SCT5,Starboard,Le Havre,2714.0,16020,186470,176546,Malta,2013,4,Daewoo (DSME),CMA CGM,0,1,1,18.0,2020,12,2,2,19,2020-48,106446.0
CMA CGM ANTOINE DE SAINT EXUPERY - M36/M36,cma cgm antoine de saint exupery,NEU4I,2020-38,2020-09-22 18:30:00,SCT5,Starboard,Dunkerque,-60.0,20600,202684,217673,Registre International Francais,2018,1,HHIC-Phil (Subic SY),CMA CGM,0,1,1,13.0,2020,9,22,1,19,2020-38,40773.0
CMA CGM ANTOINE DE SAINT EXUPERY - N27/N27,cma cgm antoine de saint exupery,NEU4E,2020-27,2020-07-11 05:00:00,SCT5,Starboard,Le Havre,-150.0,20600,202684,217673,Registre International Francais,2018,1,HHIC-Phil (Subic SY),CMA CGM,0,1,1,7.0,2020,7,11,5,7,2020-27,4223.0
CMA CGM ANTOINE DE SAINT EXUPERY - N39/N39,cma cgm antoine de saint exupery,NEU4E,2020-39,2020-10-07 01:45:00,SCT5,Starboard,Le Havre,6135.0,20600,202684,217673,Registre International Francais,2018,1,HHIC-Phil (Subic SY),CMA CGM,0,1,1,13.0,2020,10,2,4,19,2020-39,68102.0
CMA CGM ANTOINE DE SAINT EXUPERY - N51/N51,cma cgm antoine de saint exupery,NEU4E,2020-51,2020-12-27 21:00:00,SCT5,Starboard,Le Havre,3180.0,20600,202684,217673,Registre International Francais,2018,1,HHIC-Phil (Subic SY),CMA CGM,0,1,1,41.0,2020,12,25,4,16,2020-51,249068.0
CMA CGM BENJAMIN FRANKLIN - M17/M17,cma cgm benjamin franklin,FAL3,2021-17,2021-04-30 15:35:00,SCT2,Starboard,Rotterdam,2645.0,17859,185000,167936,Malta,2015,12,Jiangnan Changxing,CSSC,0,1,1,14.0,2021,4,28,2,19,2021-17,15388.0
CMA CGM BENJAMIN FRANKLIN - M28/M28,cma cgm benjamin franklin,FAL3,2021-28,2021-07-17 08:40:00,SCT2,Starboard,Rotterdam,-2090.0,17859,185000,167936,Malta,2015,12,Jiangnan Changxing,CSSC,0,1,1,14.0,2021,7,18,6,19,2021-28,316114.0
CMA CGM BOUGAINVILLE - M05/M05,cma cgm bougainville,FAL3,2021-05,2021-02-05 21:36:00,SCT2,Starboard,Rotterdam,4476.0,17722,186528,175688,Malta,2015,8,Samsung HI,CMA CGM,0,1,1,14.0,2021,2,2,1,19,2021-05,128994.0
CMA CGM BOUGAINVILLE - M18/M18,cma cgm bougainville,FAL3,2021-18,2021-05-06 23:58:00,SCT2,Starboard,Rotterdam,1708.0,17722,186528,175688,Malta,2015,8,Samsung HI,CMA CGM,0,1,1,16.0,2021,5,5,2,19,2021-18,14747.0
CMA CGM BOUGAINVILLE - M29/M29,cma cgm bougainville,FAL3,2021-29,2021-07-29 13:20:00,SCT2,Starboard,Rotterdam,6830.0,17722,186528,175688,Malta,2015,8,Samsung HI,CMA CGM,0,1,1,15.0,2021,7,24,5,19,2021-29,268123.0
CMA CGM BOUGAINVILLE - M31/M31,cma cgm bougainville,NEU4I,2020-32,2020-08-15 22:30:00,SCT5,Starboard,Dunkerque,210.0,17722,186528,175688,Malta,2015,8,Samsung HI,CMA CGM,0,1,1,11.0,2020,8,15,5,19,2020-32,7769.0
CMA CGM BOUGAINVILLE - M43/M43,cma cgm bougainville,NEU4I,2020-44,2020-11-08 06:30:00,SCT5,Starboard,Dunkerque,660.0,17722,186528,175688,Malta,2015,8,Samsung HI,CMA CGM,0,1,1,14.0,2020,11,7,5,19,2020-44,157296.0
CMA CGM BOUGAINVILLE - N34/N34,cma cgm bougainville,NEU4E,2020-34,2020-08-27 02:08:00,SCT5,Starboard,Le Havre,1118.0,17722,186528,175688,Malta,2015,8,Samsung HI,CMA CGM,0,1,1,11.0,2020,8,26,2,7,2020-34,9025.0
CMA CGM BOUGAINVILLE - N46/N46,cma cgm bougainville,NEU4E,2020-46,2020-11-19 10:45:00,SCT3,Starboard,Le Havre,1125.0,17722,186528,175688,Malta,2015,8,Samsung HI,CMA CGM,0,1,1,14.0,2020,11,18,2,16,2020-46,142919.0
CMA CGM CENDRILLON - J19/J19,cma cgm cendrillon,EPIC,2021-25,2021-06-22 14:30:00,SCT2,Starboard,Bremerhaven,90.0,8465,109021,90931,Malta,2009,5,Samsung HI,CMA CGM,0,0,1,13.0,2021,6,22,1,13,2021-25,102576.0
CMA CGM CENDRILLON - J27/J27,cma cgm cendrillon,EPIC,2021-33,2021-08-18 06:54:00,SCT5,Starboard,Bremerhaven,1074.0,8465,109021,90931,Malta,2009,5,Samsung HI,CMA CGM,0,0,1,13.0,2021,8,17,1,13,2021-33,226406.0
CMA CGM CHAMPS ELYSEES - M46/M46,cma cgm champs elysees,NEU4I,2020-48,2020-12-01 14:00:00,SCT5,Starboard,Dunkerque,1561.0,23112,220868,236583,France,2020,10,Jiangnan SY Group,CMA CGM,1,0,1,15.0,2020,11,30,0,11,2020-48,106446.0
CMA CGM CHAMPS ELYSEES - N49/N49,cma cgm champs elysees,NEU4E,2020-49,2020-12-14 23:45:00,SCT5,Starboard,Le Havre,5295.0,23112,220868,236583,France,2020,10,Jiangnan SY Group,CMA CGM,1,0,1,26.0,2020,12,11,4,7,2020-49,126739.0
CMA CGM DALILA - X30/X30,cma cgm dalila,ADHOC,2020-34,2020-08-30 16:00:00,SCT1,Starboard,OPTIONAL,-180.0,8465,109021,89787,Registre International Francais,2011,4,Samsung HI,CMA CGM,0,0,1,1.0,2020,8,30,6,19,2020-34,9025.0
CMA CGM GEORG FORSTER - M02/M02,cma cgm georg forster,NEU3,2021-01,2021-01-24 07:18:00,SCT5,Starboard,Rotterdam,19428.0,17722,186745,175688,Malta,2015,6,Samsung HI,CMA CGM,0,1,1,17.0,2021,1,10,6,19,2021-01,418669.0
CMA CGM GEORG FORSTER - M14/M14,cma cgm georg forster,FAL3,2021-14,2021-04-09 22:25:00,SCT2,Starboard,Rotterdam,3085.0,17722,186745,175688,Malta,2015,6,Samsung HI,CMA CGM,0,1,1,14.0,2021,4,7,2,19,2021-14,10812.0
CMA CGM GEORG FORSTER - M26/M26,cma cgm georg forster,FAL3,2021-26,2021-06-28 14:43:00,SCT2,Starboard,Rotterdam,-3887.0,17722,186745,175688,Malta,2015,6,Samsung HI,CMA CGM,0,1,1,16.0,2021,7,1,3,7,2021-26,171524.0
CMA CGM GEORG FORSTER - M29/M29,cma cgm georg forster,NEU4I,2020-30,2020-08-02 01:25:00,SCT5,Starboard,Dunkerque,385.0,17722,186745,175688,Malta,2015,6,Samsung HI,CMA CGM,0,1,1,13.0,2020,8,1,5,19,2020-30,5289.0
CMA CGM GEORG FORSTER - M36/M36,cma cgm georg forster,FAL3,2021-37,2021-09-14 17:45:00,SCT2,Starboard,Rotterdam,346.0,17722,186745,175688,Malta,2015,6,Samsung HI,CMA CGM,0,1,1,9.0,2021,9,14,1,11,2021-37,205039.0
CMA CGM GEORG FORSTER - N32/N32,cma cgm georg forster,NEU4E,2020-32,2020-08-12 21:15:00,SCT5,Starboard,Le Havre,825.0,17722,186745,175688,Malta,2015,6,Samsung HI,CMA CGM,0,1,1,18.0,2020,8,12,2,7,2020-32,7769.0
CMA CGM JACQUES SAADE - M42/M42,cma cgm jacques saade,NEU4I,2020-43,2020-11-04 15:05:00,SCT5,Starboard,Dunkerque,5495.0,23112,221250,236583,France,2020,9,SCS Shipbuilding,CMA CGM,1,0,1,17.0,2020,10,31,5,19,2020-43,161214.0
CMA CGM JACQUES SAADE - N05/N05,cma cgm jacques saade,NEU4E,2021-04,2021-02-03 17:00:00,SCT5,Starboard,Le Havre,7770.0,23112,221250,236583,France,2020,9,SCS Shipbuilding,CMA CGM,1,0,1,14.0,2021,1,29,4,7,2021-04,170326.0
CMA CGM JACQUES SAADE - N45/N45,cma cgm jacques saade,NEU4E,2020-45,2020-11-17 14:08:00,SCT5,Starboard,Le Havre,3729.0,23112,221250,236583,France,2020,9,SCS Shipbuilding,CMA CGM,1,0,1,16.0,2020,11,14,5,23,2020-45,177534.0
CMA CGM JEAN MERMOZ - M32/M32,cma cgm jean mermoz,NEU4I,2020-33,2020-08-24 06:15:00,SCT5,Starboard,Dunkerque,2115.0,20600,202684,217673,Malta,2018,5,HHIC-Phil (Subic SY),CMA CGM,0,1,1,13.0,2020,8,22,5,19,2020-33,7300.0
CMA CGM JEAN MERMOZ - M44/M44,cma cgm jean mermoz,NEU4I,2020-46,2020-11-19 18:02:00,SCT5,Starboard,Dunkerque,4952.0,20600,202684,217673,Malta,2018,5,HHIC-Phil (Subic SY),CMA CGM,0,1,1,11.0,2020,11,16,0,7,2020-46,142919.0
CMA CGM JEAN MERMOZ - N35/N35,cma cgm jean mermoz,NEU4E,2020-35,2020-09-04 16:35:00,SCT5,Starboard,Le Havre,2915.0,20600,202684,217673,Malta,2018,5,HHIC-Phil (Subic SY),CMA CGM,0,1,1,14.0,2020,9,2,2,16,2020-35,12832.0
CMA CGM JULES VERNE - M25/M25,cma cgm jules verne,NEU4I,2020-26,2020-07-04 23:59:00,SCT5,Starboard,Dunkerque,104.0,16020,186470,175343,Registre International Francais,2013,4,Daewoo (DSME),CMA CGM,0,1,1,1.0,2020,7,4,5,22,2020-26,2739.0
CMA CGM JULES VERNE - M37/M37,cma cgm jules verne,NEU4I,2020-38,2020-09-29 12:29:00,SCT5,Starboard,Dunkerque,2910.0,16020,186470,175343,Registre International Francais,2013,4,Daewoo (DSME),CMA CGM,0,1,1,12.0,2020,9,27,6,11,2020-38,40773.0
CMA CGM JULES VERNE - N01/N01,cma cgm jules verne,NEU4E,2021-00,2021-01-08 12:28:00,SCT5,Starboard,Le Havre,10408.0,16020,186470,175343,Registre International Francais,2013,4,Daewoo (DSME),CMA CGM,0,1,1,12.0,2021,1,1,4,7,2021-00,367471.0
CMA CGM JULES VERNE - N28/N28,cma cgm jules verne,NEU4E,2020-28,2020-07-15 22:46:00,SCT5,Starboard,Le Havre,226.0,16020,186470,175343,Registre International Francais,2013,4,Daewoo (DSME),CMA CGM,0,1,1,12.0,2020,7,15,2,19,2020-28,5204.0
CMA CGM JULES VERNE - N40/N40,cma cgm jules verne,NEU4E,2020-40,2020-10-11 22:24:00,SCT3,Starboard,Le Havre,6144.0,16020,186470,175343,Registre International Francais,2013,4,Daewoo (DSME),CMA CGM,0,1,1,13.0,2020,10,7,2,16,2020-40,100828.0
CMA CGM KERGUELEN - M37/M37,cma cgm kerguelen,FAL3,2021-37,2021-09-22 00:05:00,SCT2,Starboard,Rotterdam,3875.0,17722,186745,175688,Malta,2015,3,Samsung HI,CMA CGM,0,1,1,14.0,2021,9,19,6,7,2021-37,205039.0
CMA CGM KERGUELEN - N50/N50,cma cgm kerguelen,NEU4E,2020-50,2020-12-19 02:00:00,SCT5,Starboard,Le Havre,3480.0,17722,186745,175688,Malta,2015,3,Samsung HI,CMA CGM,0,1,1,32.0,2020,12,16,2,16,2020-50,191671.0
CMA CGM KERGUELEN - X53/X53,cma cgm kerguelen,ADHOC,2020-51,2020-12-29 13:30:00,SCT5,Starboard,OPTIONAL,2550.0,17722,186745,175688,Malta,2015,3,Samsung HI,CMA CGM,0,1,1,3.0,2020,12,27,6,19,2020-51,249068.0
CMA CGM LOUIS BLERIOT - M28/M28,cma cgm louis bleriot,NEU4I,2020-29,2020-07-25 18:15:00,SCT5,Starboard,Dunkerque,-45.0,20600,198580,217673,Malta,2018,10,HHIC-Phil (Subic SY),CMA CGM,0,1,1,11.0,2020,7,25,5,19,2020-29,4662.0
CMA CGM LOUIS BLERIOT - M40/M40,cma cgm louis bleriot,NEU4I,2020-41,2020-10-19 02:19:00,SCT5,Starboard,Dunkerque,409.0,20600,198580,217673,Malta,2018,10,HHIC-Phil (Subic SY),CMA CGM,0,1,1,14.0,2020,10,18,6,19,2020-41,118845.0
CMA CGM LOUIS BLERIOT - N04/N04,cma cgm louis bleriot,NEU4E,2021-03,2021-01-23 19:47:00,SCT5,Starboard,Le Havre,-252.0,20600,198580,217673,Malta,2018,10,HHIC-Phil (Subic SY),CMA CGM,0,1,1,14.0,2021,1,23,5,23,2021-03,252117.0
