Vessel Name,Service,Phase,ETA,Berth,Side to,ETD,Next port of call,Ref,Recording,SN_No.,Ship_ID
ARGOLIKOS,LEVANT,INBOUND,2021-02-26 19:30:00,SCT3,Starboard,2021-02-27 07:30:00,"Rotterdam, Netherlands",A08/A08,2021-02-15 00:00:00,1685,ARGOLIKOS - A08/A08
ARGOLIKOS,LEVANT,ARRIVED,2021-02-28 17:45:00,SCT3,Starboard,2021-03-01 08:55:00,"Rotterdam, Netherlands",A08/A08,2021-03-05 00:00:00,195,ARGOLIKOS - A08/A08
ATHENS GLORY,IPAK,INBOUND,2021-09-29 19:30:00,SCT2,Starboard,2021-09-30 07:30:00,"Rotterdam, Netherlands",R39/S39,2021-09-15 00:00:00,2240,ATHENS GLORY - R39/S39
ATHENS GLORY,IPAK,ARRIVED,2021-09-30 23:40:00,SCT2,Starboard,2021-10-01 16:00:00,"Rotterdam, Netherlands",R39/S39,2021-10-05 00:00:00,751,ATHENS GLORY - R39/S39
AURORA,ISX3,INBOUND,2021-01-05 07:00:00,SCT1,Starboard,2021-01-06 07:00:00,"Belfast, United Kingdom",01B/01B,2020-12-20 00:00:00,3264,AURORA - 01B/01B
AURORA,ISX3B,ARRIVED,2021-01-10 17:25:00,SCT1,Starboard,2021-01-12 01:10:00,"Liverpool, United Kingdom",01B/01B,2021-01-15 00:00:00,1660,AURORA - 01B/01B
AURORA,ISX3B,INBOUND,2021-01-17 07:30:00,SCT1,Starboard,2021-01-18 07:30:00,"Liverpool, United Kingdom",02B/02B,2021-01-05 00:00:00,62,AURORA - 02B/02B
AURORA,ISX3B,ARRIVED,2021-01-19 09:35:00,SCT1,Starboard,2021-01-20 19:30:00,"Liverpool, United Kingdom",02B/02B,2021-01-20 00:00:00,2518,AURORA - 02B/02B
AURORA,ISX3B,INBOUND,2021-01-24 07:30:00,SCT1,Starboard,2021-01-25 07:30:00,"Liverpool, United Kingdom",03B/03B,2021-01-10 00:00:00,888,AURORA - 03B/03B
AURORA,ISX3B,ARRIVED,2021-01-29 22:27:00,SCT1,Starboard,2021-01-31 07:30:00,"Liverpool, United Kingdom",03B/03B,2021-01-30 00:00:00,4223,AURORA - 03B/03B
AURORA,ISX3,INBOUND,2021-02-04 23:59:00,SCT1,Starboard,2021-02-05 23:59:00,"Belfast, United Kingdom",04B/04B,2021-01-25 00:00:00,3361,AURORA - 04B/04B
AURORA,ISX3B,ARRIVED,2021-02-08 07:00:00,SCT1,Starboard,2021-02-09 14:05:00,"Liverpool, United Kingdom",04B/04B,2021-02-10 00:00:00,920,AURORA - 04B/04B
AURORA,ISX3B,INBOUND,2021-02-10 07:30:00,SCT1,Starboard,2021-02-11 07:30:00,"Liverpool, United Kingdom",05B/05B,2021-01-30 00:00:00,4235,AURORA - 05B/05B
AURORA,ISX3B,ARRIVED,2021-02-22 08:35:00,SCT1,Starboard,2021-02-24 03:00:00,"Liverpool, United Kingdom",05B/05B,2021-02-25 00:00:00,3406,AURORA - 05B/05B
AURORA,ISX3B,INBOUND,2021-02-17 07:30:00,SCT1,Starboard,2021-02-18 07:30:00,"Liverpool, United Kingdom",06B/06B,2021-02-05 00:00:00,120,AURORA - 06B/06B
AURORA,ISX3B,ARRIVED,2021-03-06 06:00:00,SCT1,Starboard,2021-03-08 15:00:00,"Liverpool, United Kingdom",06B/06B,2021-03-10 00:00:00,1012,AURORA - 06B/06B
AURORA,ISX3B,INBOUND,2021-02-28 07:30:00,SCT1,Starboard,2021-03-01 07:30:00,"Liverpool, United Kingdom",07B/07B,2021-02-15 00:00:00,1707,AURORA - 07B/07B
AURORA,ISX3B,ARRIVED,2021-03-17 04:00:00,SCT1,Starboard,2021-03-18 07:00:00,"Liverpool, United Kingdom",07B/07B,2021-03-20 00:00:00,2593,AURORA - 07B/07B
AURORA,ISX3B,INBOUND,2021-03-15 11:59:00,SCT1,Starboard,2021-03-16 19:30:00,"Liverpool, United Kingdom",08B/08B,2021-02-28 00:00:00,4174,AURORA - 08B/08B
AURORA,ISX3B,ARRIVED,2021-03-26 05:05:00,SCT1,Starboard,2021-03-27 20:40:00,"Liverpool, United Kingdom",08B/08B,2021-03-31 00:00:00,4985,AURORA - 08B/08B
AURORA,ISX3B,INBOUND,2021-03-28 07:30:00,SCT1,Starboard,2021-03-29 07:30:00,"Liverpool, United Kingdom",09B/09B,2021-03-15 00:00:00,1737,AURORA - 09B/09B
AURORA,ISX3B,ARRIVED,2021-04-04 05:31:00,SCT1,Starboard,2021-04-06 19:30:00,"Liverpool, United Kingdom",09B/09B,2021-04-05 00:00:00,252,AURORA - 09B/09B
AURORA,ISX3B,INBOUND,2021-04-08 07:30:00,SCT1,Starboard,2021-04-09 07:30:00,"Liverpool, United Kingdom",10B/10B,2021-03-25 00:00:00,3442,AURORA - 10B/10B
AURORA,ISX3,ARRIVED,2021-04-17 22:22:00,SCT1,Starboard,2021-04-19 23:18:00,"Rotterdam, Netherlands",10B/10B,2021-04-20 00:00:00,2679,AURORA - 10B/10B
AURORA,ISX3,INBOUND,2021-04-26 19:30:00,SCT1,Starboard,2021-04-27 19:30:00,"Rotterdam, Netherlands",11B/11B,2021-04-15 00:00:00,1797,AURORA - 11B/11B
AURORA,ISX3,ARRIVED,2021-05-04 15:05:00,SCT1,Starboard,2021-05-05 12:00:00,"Rotterdam, Netherlands",11B/11B,2021-05-05 00:00:00,299,AURORA - 11B/11B
AURORA,ISX3,INBOUND,2021-05-03 11:59:00,SCT1,Starboard,2021-05-04 11:59:00,"Rotterdam, Netherlands",12B/12B,2021-04-20 00:00:00,2666,AURORA - 12B/12B
AURORA,ISX3,ARRIVED,2021-05-08 21:00:00,SCT1,Starboard,2021-05-10 03:03:00,"Rotterdam, Netherlands",12B/12B,2021-05-10 00:00:00,1099,AURORA - 12B/12B
AURORA,ISX3,INBOUND,2021-06-07 19:30:00,SCT1,Starboard,2021-06-08 19:30:00,"Rotterdam, Netherlands",28A/28A,2021-05-30 00:00:00,4365,AURORA - 28A/28A
AURORA,ISX3,ARRIVED,2021-06-12 15:51:00,SCT1,Portside,2021-06-13 11:00:00,"Rotterdam, Netherlands",28A/28A,2021-06-15 00:00:00,1936,AURORA - 28A/28A
AURORA,ISX3B,INBOUND,2020-09-25 19:30:00,SCT4,Starboard,2020-09-26 19:30:00,"Liverpool, United Kingdom",29B/29B,2020-09-20 00:00:00,3054,AURORA - 29B/29B
AURORA,ISX3B,ARRIVED,2020-09-26 23:30:00,SCT4,Portside,2020-09-28 02:00:00,"Liverpool, United Kingdom",29B/29B,2020-09-30 00:00:00,4694,AURORA - 29B/29B
AURORA,ISX3B,INBOUND,2020-09-30 07:31:00,SCT4,Starboard,2020-09-30 19:30:00,"Liverpool, United Kingdom",30B/30B,2020-09-20 00:00:00,3044,AURORA - 30B/30B
AURORA,ISX3B,ARRIVED,2020-10-07 22:34:00,SCT4,Starboard,2020-10-09 07:00:00,"Liverpool, United Kingdom",30B/30B,2020-10-10 00:00:00,1487,AURORA - 30B/30B
AURORA,ISX3B,INBOUND,2020-10-07 07:30:00,SCT4,Starboard,2020-10-07 19:30:00,"Liverpool, United Kingdom",31B/31B,2020-09-25 00:00:00,3914,AURORA - 31B/31B
AURORA,ISX3B,ARRIVED,2020-10-17 23:01:00,SCT3,Starboard,2020-10-18 19:31:00,"Liverpool, United Kingdom",31B/31B,2020-10-20 00:00:00,3167,AURORA - 31B/31B
AURORA,ISX3,INBOUND,2021-06-21 19:30:00,SCT1,Starboard,2021-06-22 19:30:00,"Rotterdam, Netherlands",32A/32A,2021-06-05 00:00:00,372,AURORA - 32A/32A
AURORA,ISX3,ARRIVED,2021-06-23 10:50:00,SCT3,Portside,2021-06-24 01:42:00,"Rotterdam, Netherlands",32A/32A,2021-06-25 00:00:00,3628,AURORA - 32A/32A
AURORA,ISX3B,INBOUND,2020-10-17 07:30:00,SCT4,Starboard,2020-10-17 19:30:00,"Liverpool, United Kingdom",32B/32B,2020-10-05 00:00:00,670,AURORA - 32B/32B
AURORA,ISX3B,ARRIVED,2020-11-01 23:57:00,SCT4,Starboard,2020-11-03 11:04:00,"Liverpool, United Kingdom",32B/32B,2020-11-05 00:00:00,769,AURORA - 32B/32B
AURORA,ISX3B,INBOUND,2020-10-29 19:30:00,SCT4,Starboard,2020-10-30 19:30:00,"Liverpool, United Kingdom",33B/33B,2020-10-15 00:00:00,2281,AURORA - 33B/33B
AURORA,ISX3B,ARRIVED,2020-11-14 23:20:00,SCT4,Starboard,2020-11-15 19:30:00,"Liverpool, United Kingdom",33B/33B,2020-11-15 00:00:00,2319,AURORA - 33B/33B
AURORA,ISX3B,INBOUND,2020-11-05 11:59:00,SCT4,Starboard,2020-11-06 11:59:00,"Liverpool, United Kingdom",34B/34B,2020-10-20 00:00:00,3164,AURORA - 34B/34B
AURORA,ISX3B,ARRIVED,2020-11-29 11:45:00,SCT1,Starboard,2020-11-30 12:00:00,"Liverpool, United Kingdom",34B/34B,2020-11-30 00:00:00,4862,AURORA - 34B/34B
AURORA,ISX3B,INBOUND,2020-12-01 11:59:00,SCT1,Starboard,2020-12-02 07:30:00,"Liverpool, United Kingdom",35B/35B,2020-11-15 00:00:00,2411,AURORA - 35B/35B
AURORA,ISX3B,ARRIVED,2020-12-08 12:40:00,SCT1,Starboard,2020-12-09 22:35:00,"Liverpool, United Kingdom",35B/35B,2020-12-10 00:00:00,1576,AURORA - 35B/35B
AURORA,ISX3B,INBOUND,2020-12-08 19:30:00,SCT1,Starboard,2020-12-09 19:30:00,"Liverpool, United Kingdom",36B/36B,2020-11-15 00:00:00,2357,AURORA - 36B/36B
AURORA,ISX3B,ARRIVED,2020-12-20 22:02:00,SCT1,Starboard,2020-12-22 17:50:00,"Liverpool, United Kingdom",36B/36B,2020-12-25 00:00:00,4129,AURORA - 36B/36B
AURORA,ISX3B,INBOUND,2020-12-27 07:00:00,SCT1,Starboard,2020-12-28 07:00:00,"Liverpool, United Kingdom",37B/37B,2020-12-15 00:00:00,2434,AURORA - 37B/37B
AURORA,ISX3B,ARRIVED,2021-01-02 01:00:00,SCT1,Starboard,2021-01-03 18:00:00,"Liverpool, United Kingdom",37B/37B,2021-01-05 00:00:00,85,AURORA - 37B/37B
BARZAN,FE2,INBOUND,2021-04-21 23:59:00,SCT5,Starboard,2021-04-24 23:59:00,"Hamburg, Germany",C13/D13,2021-04-10 00:00:00,1036,BARZAN - C13/D13
BARZAN,FE2,ARRIVED,2021-04-27 09:00:00,SCT5,Starboard,2021-04-30 11:59:00,"Hamburg, Germany",C13/D13,2021-04-30 00:00:00,4310,BARZAN - C13/D13
BARZAN,FE2,INBOUND,2021-08-05 19:30:00,SCT5,Starboard,2021-08-07 19:30:00,"Hamburg, Germany",C25/D25,2021-07-20 00:00:00,2923,BARZAN - C25/D25
BARZAN,FE2,ARRIVED,2021-08-14 18:50:00,SCT5,Starboard,2021-08-17 19:30:00,"Hamburg, Germany",C25/D25,2021-08-15 00:00:00,2124,BARZAN - C25/D25
BARZAN,FE2,INBOUND,2020-09-10 19:00:00,SCT5,Starboard,2020-09-12 19:00:00,"Hamburg, Germany",C31/D31,2020-08-25 00:00:00,3818,BARZAN - C31/D31
BARZAN,FE2,ARRIVED,2020-09-09 02:44:00,SCT5,Starboard,2020-09-12 07:30:00,"Hamburg, Germany",C31/D31,2020-09-10 00:00:00,1381,BARZAN - C31/D31
BARZAN,FE2,INBOUND,2020-12-17 19:30:00,SCT5,Starboard,2020-12-19 19:30:00,"Hamburg, Germany",C44/D44,2020-11-15 00:00:00,2380,BARZAN - C44/D44
BARZAN,FE2,ARRIVED,2021-01-03 05:45:00,SCT5,Starboard,2021-01-07 07:00:00,"Hamburg, Germany",C44/D44,2021-01-05 00:00:00,90,BARZAN - C44/D44
BG DIAMOND,BGLP2,INBOUND,2020-08-05 07:30:00,SCT1,Portside,2020-08-05 19:30:00,"Rotterdam, Netherlands",31L/31L,2020-07-25 00:00:00,3682,BG DIAMOND - 31L/31L
BG DIAMOND,BGLP2,ARRIVED,2020-08-05 16:30:00,SCT1,Portside,2020-08-06 12:30:00,"Rotterdam, Netherlands",31L/31L,2020-08-10 00:00:00,1292,BG DIAMOND - 31L/31L
BG DIAMOND,BGLP3N,INBOUND,2020-08-10 19:00:00,SCT1,Portside,2020-08-11 07:00:00,"Cork, Ireland",32N/32N,2020-08-05 00:00:00,433,BG DIAMOND - 32N/32N
BG DIAMOND,BGLP3N,ARRIVED,2020-08-10 22:17:00,SCT1,Portside,2020-08-11 05:28:00,"Cork, Ireland",32N/32N,2020-08-15 00:00:00,2072,BG DIAMOND - 32N/32N
BG DIAMOND,BGLP3N,INBOUND,2020-09-02 07:00:00,SCT1,Portside,2020-09-03 07:00:00,"Cork, Ireland",35N/35N,2020-08-25 00:00:00,3834,BG DIAMOND - 35N/35N
BG DIAMOND,BGLP3N,ARRIVED,2020-09-04 21:15:00,SCT1,Portside,2020-09-05 09:15:00,"Cork, Ireland",35N/35N,2020-09-05 00:00:00,544,BG DIAMOND - 35N/35N
BG DIAMOND,BGLP3N,INBOUND,2020-09-07 19:00:00,SCT1,Portside,2020-09-08 19:00:00,"Cork, Ireland",36N/36N,2020-08-30 00:00:00,4623,BG DIAMOND - 36N/36N
BG DIAMOND,BGLP3N,ARRIVED,2020-09-11 08:19:00,SCT1,Starboard,2020-09-11 17:36:00,"Cork, Ireland",36N/36N,2020-09-15 00:00:00,2193,BG DIAMOND - 36N/36N
BG EMERALD,BGLP2,INBOUND,2021-01-05 19:00:00,SCT1,Portside,2021-01-06 19:00:00,"Liverpool, United Kingdom",01L/01L,2020-12-30 00:00:00,4952,BG EMERALD - 01L/01L
BG EMERALD,BGLP2,ARRIVED,2021-01-05 18:00:00,SCT1,Portside,2021-01-07 01:05:00,"Liverpool, United Kingdom",01L/01L,2021-01-10 00:00:00,867,BG EMERALD - 01L/01L
BG EMERALD,BGLP3N,INBOUND,2020-07-07 07:00:00,SCT1,Portside,2020-07-08 07:00:00,"Cork, Ireland",27N/27N,2020-07-04 00:00:00,3,BG EMERALD - 27N/27N
BG EMERALD,BGLP3N,ARRIVED,2020-07-07 12:07:00,SCT1,Portside,2020-07-07 18:00:00,"Cork, Ireland",27N/27N,2020-07-10 00:00:00,1218,BG EMERALD - 27N/27N
BG EMERALD,BGLP2,INBOUND,2020-07-29 07:00:00,SCT1,Starboard,2020-07-29 19:00:00,"Rotterdam, Netherlands",30L/30L,2020-07-20 00:00:00,2856,BG EMERALD - 30L/30L
BG EMERALD,BGLP2,ARRIVED,2020-07-29 16:18:00,SCT1,Portside,2020-07-30 06:56:00,"Rotterdam, Netherlands",30L/30L,2020-07-30 00:00:00,4482,BG EMERALD - 30L/30L
BG EMERALD,BGLP3N,INBOUND,2020-08-03 19:30:00,SCT1,Portside,2020-08-04 19:30:00,"Cork, Ireland",31N/31N,2020-07-25 00:00:00,3676,BG EMERALD - 31N/31N
BG EMERALD,BGLP3N,ARRIVED,2020-08-04 01:45:00,SCT1,Portside,2020-08-04 09:39:00,"Cork, Ireland",31N/31N,2020-08-05 00:00:00,447,BG EMERALD - 31N/31N
BG EMERALD,BGLP2,INBOUND,2020-08-26 07:00:00,SCT1,Portside,2020-08-27 07:00:00,"Rotterdam, Netherlands",34L/34L,2020-08-15 00:00:00,2060,BG EMERALD - 34L/34L
BG EMERALD,BGLP2,ARRIVED,2020-08-28 13:30:00,SCT1,Portside,2020-08-29 04:08:00,"Rotterdam, Netherlands",34L/34L,2020-08-30 00:00:00,4613,BG EMERALD - 34L/34L
BG IRELAND,BGLP3N,INBOUND,2020-12-07 10:00:00,SCT1,Portside,2020-12-08 04:00:00,"Rotterdam, Netherlands",44N/44N,2020-12-05 00:00:00,854,BG IRELAND - 44N/44N
BG IRELAND,BGLP3N,ARRIVED,2020-12-07 19:40:00,SCT1,Portside,2020-12-08 10:48:00,"Rotterdam, Netherlands",44N/44N,2020-12-10 00:00:00,1578,BG IRELAND - 44N/44N
BG JADE,BGLP2,INBOUND,2020-07-08 07:00:00,SCT1,Portside,2020-07-09 07:00:00,"Rotterdam, Netherlands",26L/26L,2020-07-04 00:00:00,7,BG JADE - 26L/26L
BG JADE,BGLP2,ARRIVED,2020-07-09 02:06:00,SCT1,Portside,2020-07-09 18:48:00,"Rotterdam, Netherlands",26L/26L,2020-07-10 00:00:00,1213,BG JADE - 26L/26L
BG JADE,BGLP3N,INBOUND,2020-07-14 07:30:00,SCT1,Portside,2020-07-14 19:30:00,"Cork, Ireland",28N/28N,2020-07-04 00:00:00,17,BG JADE - 28N/28N
BG JADE,BGLP3N,ARRIVED,2020-07-26 09:40:00,SCT1,Portside,2020-07-26 17:06:00,"Cork, Ireland",28N/28N,2020-07-30 00:00:00,4476,BG JADE - 28N/28N
BG JADE,BGLP2,INBOUND,2020-08-19 07:00:00,SCT1,Portside,2020-08-20 07:00:00,"Rotterdam, Netherlands",33L/33L,2020-08-10 00:00:00,1294,BG JADE - 33L/33L
BG JADE,BGLP2,ARRIVED,2020-08-21 13:24:00,SCT1,Portside,2020-08-22 08:30:00,"Rotterdam, Netherlands",33L/33L,2020-08-25 00:00:00,3814,BG JADE - 33L/33L
BG JADE,BGLP3N,INBOUND,2020-08-24 19:00:00,SCT1,Portside,2020-08-25 07:00:00,"Cork, Ireland",34N/34N,2020-08-15 00:00:00,2066,BG JADE - 34N/34N
BG JADE,BGLP3N,ARRIVED,2020-08-27 05:00:00,SCT1,Portside,2020-08-27 14:06:00,"Cork, Ireland",34N/34N,2020-08-30 00:00:00,4607,BG JADE - 34N/34N
BG ONYX,ADHOC,INBOUND,2021-07-04 19:30:00,SCT4,Starboard,2021-07-05 19:30:00,"Rotterdam, Netherlands",X17/X17,2021-06-30 00:00:00,4446,BG ONYX - X17/X17
BG ONYX,ADHOC,ARRIVED,2021-07-04 21:54:00,SCT3,Starboard,2021-07-05 19:30:00,"Rotterdam, Netherlands",X17/X17,2021-07-05 00:00:00,411,BG ONYX - X17/X17
BG SAPPHIRE,BGLP2,INBOUND,2020-07-15 07:00:00,SCT1,Portside,2020-07-16 07:00:00,"Rotterdam, Netherlands",27L/27L,2020-07-04 00:00:00,20,BG SAPPHIRE - 27L/27L
BG SAPPHIRE,BGLP2,ARRIVED,2020-07-15 16:15:00,SCT1,Starboard,2020-07-16 07:40:00,"Rotterdam, Netherlands",27L/27L,2020-07-20 00:00:00,2863,BG SAPPHIRE - 27L/27L
BG SAPPHIRE,BGLP3N,INBOUND,2020-07-20 19:00:00,SCT1,Portside,2020-07-21 19:00:00,"Cork, Ireland",29N/29N,2020-07-10 00:00:00,1201,BG SAPPHIRE - 29N/29N
BG SAPPHIRE,BGLP3N,ARRIVED,2020-07-20 21:20:00,SCT1,Portside,2020-07-21 09:51:00,"Cork, Ireland",29N/29N,2020-07-25 00:00:00,3663,BG SAPPHIRE - 29N/29N
BG SAPPHIRE,BGLP2,INBOUND,2020-08-12 07:00:00,SCT1,Portside,2020-08-13 07:00:00,"Rotterdam, Netherlands",32L/32L,2020-08-05 00:00:00,440,BG SAPPHIRE - 32L/32L
BG SAPPHIRE,BGLP2,ARRIVED,2020-08-12 21:45:00,SCT1,Portside,2020-08-13 14:05:00,"Rotterdam, Netherlands",32L/32L,2020-08-15 00:00:00,2082,BG SAPPHIRE - 32L/32L
BG SAPPHIRE,BGLP3N,INBOUND,2020-08-17 19:00:00,SCT1,Portside,2020-08-18 07:00:00,"Cork, Ireland",33N/33N,2020-08-10 00:00:00,1274,BG SAPPHIRE - 33N/33N
BG SAPPHIRE,BGLP3N,ARRIVED,2020-08-18 11:54:00,SCT1,Portside,2020-08-18 20:29:00,"Cork, Ireland",33N/33N,2020-08-20 00:00:00,2976,BG SAPPHIRE - 33N/33N
BJORG,ISX3,INBOUND,2021-07-21 19:30:00,SCT1,Portside,2021-07-22 19:30:00,"Rotterdam, Netherlands",41A/41A,2021-07-10 00:00:00,1256,BJORG - 41A/41A
BJORG,ISX3,ARRIVED,2021-07-24 21:15:00,SCT1,Portside,2021-07-25 11:59:00,"Rotterdam, Netherlands",41A/41A,2021-07-25 00:00:00,3761,BJORG - 41A/41A
BJORG,ISX3,INBOUND,2021-07-30 07:30:00,SCT4,Starboard,2021-07-31 07:30:00,"Rotterdam, Netherlands",44A/44A,2021-07-15 00:00:00,2040,BJORG - 44A/44A
BJORG,ISX3,ARRIVED,2021-07-31 15:00:00,SCT4,Starboard,2021-08-01 04:15:00,"Rotterdam, Netherlands",44A/44A,2021-08-05 00:00:00,511,BJORG - 44A/44A
BJORG,ISX3,INBOUND,2021-08-13 07:30:00,SCT4,Starboard,2021-08-14 07:30:00,"Rotterdam, Netherlands",50A/50A,2021-07-30 00:00:00,4554,BJORG - 50A/50A
BJORG,ISX3,ARRIVED,2021-08-15 21:20:00,SCT3,Starboard,2021-08-16 07:10:00,"Rotterdam, Netherlands",50A/50A,2021-08-20 00:00:00,3018,BJORG - 50A/50A
BJORG,ISX3,INBOUND,2021-08-19 07:30:00,SCT4,Starboard,2021-08-20 19:30:00,"Rotterdam, Netherlands",53A/53A,2021-08-05 00:00:00,502,BJORG - 53A/53A
BJORG,ISX3,ARRIVED,2021-08-21 12:00:00,SCT2,Starboard,2021-08-21 14:32:00,"Rotterdam, Netherlands",53A/53A,2021-08-25 00:00:00,3890,BJORG - 53A/53A
BJORG,ISX3,INBOUND,2021-08-29 19:30:00,SCT4,Starboard,2021-08-30 19:30:00,"Rotterdam, Netherlands",57A/57A,2021-08-15 00:00:00,2135,BJORG - 57A/57A
BJORG,ISX3,ARRIVED,2021-09-04 11:00:00,SCT4,Starboard,2021-09-04 20:50:00,"Rotterdam, Netherlands",57A/57A,2021-09-05 00:00:00,621,BJORG - 57A/57A
BJORG,ISX3,INBOUND,2021-09-09 07:30:00,SCT4,Starboard,2021-09-10 07:30:00,"Rotterdam, Netherlands",62A/62A,2021-08-25 00:00:00,3857,BJORG - 62A/62A
BJORG,ISX3,ARRIVED,2021-09-08 22:10:00,SCT4,Starboard,2021-09-09 01:59:00,"Rotterdam, Netherlands",62A/62A,2021-09-10 00:00:00,1455,BJORG - 62A/62A
BJORG,ISX3,INBOUND,2021-09-19 19:30:00,SCT4,Starboard,2021-09-20 19:30:00,"Rotterdam, Netherlands",63A/63A,2021-09-05 00:00:00,638,BJORG - 63A/63A
BJORG,ISX3,ARRIVED,2021-09-24 09:39:00,SCT4,Starboard,2021-09-25 11:59:00,"Rotterdam, Netherlands",63A/63A,2021-09-25 00:00:00,3965,BJORG - 63A/63A
BRUSSELS EXPRESS,FE4,INBOUND,2021-06-01 22:00:00,SCT5,Starboard,2021-06-02 19:00:00,"Hamburg, Germany",E12/F12,2021-05-25 00:00:00,3568,BRUSSELS EXPRESS - E12/F12
BRUSSELS EXPRESS,FE4,ARRIVED,2021-05-31 15:15:00,SCT2,Starboard,2021-06-01 19:20:00,"Hamburg, Germany",E12/F12,2021-06-05 00:00:00,321,BRUSSELS EXPRESS - E12/F12
BRUSSELS EXPRESS,FE3,INBOUND,2021-09-05 07:30:00,SCT5,Starboard,2021-09-06 19:30:00,"Hong Kong, Hong Kong",E33/F33,2021-08-20 00:00:00,3005,BRUSSELS EXPRESS - E33/F33
BRUSSELS EXPRESS,FE3,ARRIVED,2021-10-01 23:46:00,SCT5,Starboard,2021-10-04 10:28:00,"Hong Kong, Hong Kong",E33/F33,2021-10-05 00:00:00,718,BRUSSELS EXPRESS - E33/F33
BURGUNDY,FEMEX,INBOUND,2021-02-09 19:30:00,SCT3,Starboard,2021-02-10 07:30:00,"Rotterdam, Netherlands",B04/B04,2021-02-05 00:00:00,134,BURGUNDY - B04/B04
BURGUNDY,FEMEX,ARRIVED,2021-02-09 13:25:00,SCT2,Starboard,2021-02-09 21:26:00,"Rotterdam, Netherlands",B04/B04,2021-02-10 00:00:00,923,BURGUNDY - B04/B04
BURGUNDY,FEMEX,INBOUND,2021-03-13 04:00:00,SCT3,Starboard,2021-03-13 19:30:00,"Rotterdam, Netherlands",B08/B08,2021-02-28 00:00:00,4178,BURGUNDY - B08/B08
BURGUNDY,FEMEX,ARRIVED,2021-03-15 18:55:00,SCT5,Starboard,2021-03-16 22:27:00,"Rotterdam, Netherlands",B08/B08,2021-03-20 00:00:00,2597,BURGUNDY - B08/B08
BURGUNDY,FEMEX,INBOUND,2021-04-11 07:30:00,SCT3,Starboard,2021-04-11 23:59:00,"Rotterdam, Netherlands",B13/B13,2021-03-31 00:00:00,4998,BURGUNDY - B13/B13
BURGUNDY,FEMEX,ARRIVED,2021-04-12 03:40:00,SCT3,Starboard,2021-04-12 19:05:00,"Rotterdam, Netherlands",B13/B13,2021-04-15 00:00:00,1822,BURGUNDY - B13/B13
BURGUNDY,FEMEX,INBOUND,2021-05-08 23:59:00,SCT2,Starboard,2021-05-09 11:59:00,"Rotterdam, Netherlands",B17/B17,2021-04-25 00:00:00,3537,BURGUNDY - B17/B17
BURGUNDY,FEMEX,ARRIVED,2021-05-10 07:36:00,SCT3,Starboard,2021-05-10 19:12:00,"Rotterdam, Netherlands",B17/B17,2021-05-15 00:00:00,1846,BURGUNDY - B17/B17
BURGUNDY,FEMEX,INBOUND,2021-07-31 23:59:00,SCT2,Starboard,2021-08-01 19:30:00,"Rotterdam, Netherlands",B28/B28,2021-07-20 00:00:00,2905,BURGUNDY - B28/B28
BURGUNDY,FEMEX,ARRIVED,2021-08-11 07:42:00,SCT3,Starboard,2021-08-11 20:00:00,"Antwerpen, Belgium",B28/B28,2021-08-15 00:00:00,2132,BURGUNDY - B28/B28
BURGUNDY,FEMEX,INBOUND,2021-09-08 07:30:00,SCT3,Starboard,2021-09-08 19:30:00,"Antwerpen, Belgium",B32/B32,2021-08-25 00:00:00,3855,BURGUNDY - B32/B32
BURGUNDY,FEMEX,ARRIVED,2021-09-10 16:50:00,SCT3,Starboard,2021-09-11 08:30:00,"Antwerpen, Belgium",B32/B32,2021-09-15 00:00:00,2229,BURGUNDY - B32/B32
BURGUNDY,FEMEX,INBOUND,2021-07-05 07:30:00,SCT2,Starboard,2021-07-05 19:30:00,"Rotterdam, Netherlands",B96/B96,2021-06-20 00:00:00,2808,BURGUNDY - B96/B96
BURGUNDY,FEMEX,ARRIVED,2021-07-13 18:18:00,SCT3,Starboard,2021-07-14 09:14:00,"Rotterdam, Netherlands",B96/B96,2021-07-15 00:00:00,2031,BURGUNDY - B96/B96
CAPE CHRONOS,FE4,INBOUND,2020-10-03 19:30:00,SCT2,Starboard,2020-10-04 19:30:00,"Hamburg, Germany",E23/F23,2020-09-20 00:00:00,3050,CAPE CHRONOS - E23/F23
CAPE CHRONOS,FE4,ARRIVED,2020-10-05 02:25:00,SCT2,Starboard,2020-10-05 19:30:00,"Hamburg, Germany",E23/F23,2020-10-05 00:00:00,647,CAPE CHRONOS - E23/F23
CAPE CHRONOS,AL2,INBOUND,2021-06-28 07:30:00,SCT3,Starboard,2021-06-28 19:30:00,"Rotterdam, Netherlands",O26/O26,2021-06-10 00:00:00,1157,CAPE CHRONOS - O26/O26
CAPE CHRONOS,AL2,ARRIVED,2021-06-29 20:02:00,SCT3,Starboard,2021-06-30 07:00:00,"Rotterdam, Netherlands",O26/O26,2021-06-30 00:00:00,4419,CAPE CHRONOS - O26/O26
CAPE CHRONOS,AL2,INBOUND,2021-08-07 07:30:00,SCT3,Starboard,2021-08-08 03:00:00,"Le Havre, France",O31/O31,2021-07-25 00:00:00,3746,CAPE CHRONOS - O31/O31
CAPE CHRONOS,AL2,ARRIVED,2021-08-07 08:25:00,SCT5,Starboard,2021-08-07 21:41:00,"Le Havre, France",O31/O31,2021-08-10 00:00:00,1340,CAPE CHRONOS - O31/O31
