Vessel Name,Service,Phase,ETA,Berth,Side to,ETD,Next port of call,Ref,Recording,SN_No.,Ship_ID
OOCL ATLANTA,ATA,INBOUND,2021-01-28 19:30:00,SCT3,Starboard,2021-01-28 23:00:00,"Antwerpen, Belgium",T02/U02,2021-01-15 00:00:00,1646,OOCL ATLANTA - T02/U02
OOCL ATLANTA,ATA,ARRIVED,2021-01-31 04:10:00,SCT3,Starboard,2021-01-31 19:30:00,"Antwerpen, Belgium",T02/U02,2021-02-05 00:00:00,142,OOCL ATLANTA - T02/U02
OOCL ATLANTA,ATA,INBOUND,2021-03-06 07:30:00,SCT3,Starboard,2021-03-06 23:00:00,"Antwerpen, Belgium",T07/U07,2021-02-20 00:00:00,2533,OOCL ATLANTA - T07/U07
OOCL ATLANTA,ATA,ARRIVED,2021-03-13 17:30:00,SCT3,Starboard,2021-03-15 15:30:00,"Antwerpen, Belgium",T07/U07,2021-03-15 00:00:00,1772,OOCL ATLANTA - T07/U07
OOCL ATLANTA,ATA,INBOUND,2021-05-23 19:30:00,SCT3,Starboard,2021-05-24 07:30:00,"Antwerpen, Belgium",T16/U16,2021-05-10 00:00:00,1106,OOCL ATLANTA - T16/U16
OOCL ATLANTA,ATA,ARRIVED,2021-05-28 12:05:00,SCT3,Starboard,2021-05-29 19:03:00,"Antwerpen, Belgium",T16/U16,2021-05-30 00:00:00,4373,OOCL ATLANTA - T16/U16
OOCL ATLANTA,ATA,INBOUND,2020-10-03 07:30:00,SCT2,Starboard,2020-10-03 23:00:00,"Antwerpen, Belgium",T38/U38,2020-09-20 00:00:00,3049,OOCL ATLANTA - T38/U38
OOCL ATLANTA,ATA,ARRIVED,2020-10-04 07:30:00,SCT2,Starboard,2020-10-04 18:00:00,"Antwerpen, Belgium",T38/U38,2020-10-05 00:00:00,648,OOCL ATLANTA - T38/U38
OOCL ATLANTA,ATA,INBOUND,2020-11-07 07:30:00,SCT2,Starboard,2020-11-07 23:00:00,"Antwerpen, Belgium",T43/U43,2020-10-25 00:00:00,4060,OOCL ATLANTA - T43/U43
OOCL ATLANTA,ATA,ARRIVED,2020-11-13 15:09:00,SCT3,Starboard,2020-11-14 19:00:00,"Antwerpen, Belgium",T43/U43,2020-11-15 00:00:00,2333,OOCL ATLANTA - T43/U43
OOCL BELGIUM,ADHOC,INBOUND,2020-09-30 19:30:00,SCT3,Starboard,2020-10-01 19:30:00,"Port Kelang, Malaysia",X38/X38,2020-09-25 00:00:00,3898,OOCL BELGIUM - X38/X38
OOCL BELGIUM,ADHOC,ARRIVED,2020-10-01 03:11:00,SCT3,Starboard,2020-10-01 19:12:00,"Port Kelang, Malaysia",X38/X38,2020-10-05 00:00:00,658,OOCL BELGIUM - X38/X38
OOCL MONTREAL,GEX2,INBOUND,2021-02-02 07:30:00,SCT3,Starboard,2021-02-02 19:30:00,"Antwerpen, Belgium",V04/W04,2021-01-20 00:00:00,2486,OOCL MONTREAL - V04/W04
OOCL MONTREAL,GEX2,ARRIVED,2021-02-01 23:58:00,SCT3,Starboard,2021-02-02 23:10:00,"Antwerpen, Belgium",V04/W04,2021-02-05 00:00:00,145,OOCL MONTREAL - V04/W04
OOCL MONTREAL,GEX2,INBOUND,2021-03-02 07:30:00,SCT3,Starboard,2021-03-02 19:30:00,"Antwerpen, Belgium",V08/W08,2021-02-20 00:00:00,2552,OOCL MONTREAL - V08/W08
OOCL MONTREAL,GEX2,ARRIVED,2021-03-03 13:20:00,SCT3,Starboard,2021-03-04 10:47:00,"Antwerpen, Belgium",V08/W08,2021-03-05 00:00:00,199,OOCL MONTREAL - V08/W08
OOCL MONTREAL,GEX2,INBOUND,2021-03-30 07:30:00,SCT2,Starboard,2021-03-30 19:30:00,"Antwerpen, Belgium",V12/W12,2021-03-15 00:00:00,1741,OOCL MONTREAL - V12/W12
OOCL MONTREAL,GEX2,ARRIVED,2021-03-30 06:45:00,SCT3,Starboard,2021-03-30 19:45:00,"Antwerpen, Belgium",V12/W12,2021-03-31 00:00:00,4975,OOCL MONTREAL - V12/W12
OOCL MONTREAL,GEX2,INBOUND,2021-04-27 07:30:00,SCT2,Starboard,2021-04-27 19:30:00,"Antwerpen, Belgium",V16/W16,2021-04-15 00:00:00,1777,OOCL MONTREAL - V16/W16
OOCL MONTREAL,GEX2,ARRIVED,2021-04-27 17:30:00,SCT2,Starboard,2021-04-28 10:00:00,"Antwerpen, Belgium",V16/W16,2021-04-30 00:00:00,4312,OOCL MONTREAL - V16/W16
OOCL MONTREAL,GEX2,INBOUND,2021-05-25 07:30:00,SCT3,Starboard,2021-05-25 19:30:00,"Antwerpen, Belgium",V20/W20,2021-05-10 00:00:00,1101,OOCL MONTREAL - V20/W20
OOCL MONTREAL,GEX2,ARRIVED,2021-05-25 09:48:00,SCT3,Starboard,2021-05-26 07:02:00,"Antwerpen, Belgium",V20/W20,2021-05-30 00:00:00,4381,OOCL MONTREAL - V20/W20
OOCL MONTREAL,GEX2,INBOUND,2020-07-14 07:00:00,SCT2,Starboard,2020-07-14 19:00:00,"Antwerpen, Belgium",V26/W26,2020-07-04 00:00:00,16,OOCL MONTREAL - V26/W26
OOCL MONTREAL,GEX2,ARRIVED,2020-07-14 03:21:00,SCT2,Starboard,2020-07-14 17:25:00,"Antwerpen, Belgium",V26/W26,2020-07-15 00:00:00,1995,OOCL MONTREAL - V26/W26
OOCL MONTREAL,GEX2,INBOUND,2021-07-27 07:30:00,SCT3,Starboard,2021-07-27 19:30:00,"Antwerpen, Belgium",V29/W29,2021-07-15 00:00:00,2013,OOCL MONTREAL - V29/W29
OOCL MONTREAL,GEX2,ARRIVED,2021-07-27 05:58:00,SCT2,Starboard,2021-07-27 20:28:00,"Antwerpen, Belgium",V29/W29,2021-07-30 00:00:00,4541,OOCL MONTREAL - V29/W29
OOCL MONTREAL,GEX2,INBOUND,2020-08-11 07:00:00,SCT3,Starboard,2020-08-11 19:00:00,"Antwerpen, Belgium",V30/W30,2020-07-25 00:00:00,3693,OOCL MONTREAL - V30/W30
OOCL MONTREAL,GEX2,ARRIVED,2020-08-12 10:14:00,SCT3,Starboard,2020-08-12 22:00:00,"Antwerpen, Belgium",V30/W30,2020-08-15 00:00:00,2076,OOCL MONTREAL - V30/W30
OOCL MONTREAL,GEX2,INBOUND,2021-08-24 07:30:00,SCT5,Starboard,2021-08-24 19:30:00,"Antwerpen, Belgium",V33/W33,2021-08-10 00:00:00,1332,OOCL MONTREAL - V33/W33
OOCL MONTREAL,GEX2,ARRIVED,2021-08-24 06:30:00,SCT2,Starboard,2021-08-24 18:06:00,"Antwerpen, Belgium",V33/W33,2021-08-25 00:00:00,3840,OOCL MONTREAL - V33/W33
OOCL MONTREAL,GEX2,INBOUND,2020-09-08 07:00:00,SCT3,Starboard,2020-09-08 19:00:00,"Antwerpen, Belgium",V34/W34,2020-08-25 00:00:00,3819,OOCL MONTREAL - V34/W34
OOCL MONTREAL,GEX2,ARRIVED,2020-09-08 06:45:00,SCT3,Starboard,2020-09-08 17:36:00,"Antwerpen, Belgium",V34/W34,2020-09-10 00:00:00,1379,OOCL MONTREAL - V34/W34
OOCL MONTREAL,GEX2,INBOUND,2021-09-21 07:30:00,SCT5,Starboard,2021-09-21 19:30:00,"Antwerpen, Belgium",V37/W37,2021-09-10 00:00:00,1456,OOCL MONTREAL - V37/W37
OOCL MONTREAL,GEX2,ARRIVED,2021-09-21 07:15:00,SCT2,Starboard,2021-09-21 18:30:00,"Antwerpen, Belgium",V37/W37,2021-09-25 00:00:00,3974,OOCL MONTREAL - V37/W37
OOCL MONTREAL,GEX2,INBOUND,2020-10-06 07:00:00,SCT3,Starboard,2020-10-06 19:00:00,"Antwerpen, Belgium",V38/W38,2020-09-25 00:00:00,3912,OOCL MONTREAL - V38/W38
OOCL MONTREAL,GEX2,ARRIVED,2020-10-05 22:15:00,SCT3,Starboard,2020-10-06 19:40:00,"Antwerpen, Belgium",V38/W38,2020-10-10 00:00:00,1492,OOCL MONTREAL - V38/W38
OOCL MONTREAL,GEX2,INBOUND,2020-11-03 07:00:00,SCT3,Starboard,2020-11-03 19:00:00,"Antwerpen, Belgium",V42/W42,2020-10-20 00:00:00,3202,OOCL MONTREAL - V42/W42
OOCL MONTREAL,GEX2,ARRIVED,2020-11-03 23:57:00,SCT3,Starboard,2020-11-04 21:02:00,"Antwerpen, Belgium",V42/W42,2020-11-05 00:00:00,765,OOCL MONTREAL - V42/W42
OOCL MONTREAL,GEX2,INBOUND,2020-12-01 07:00:00,SCT3,Starboard,2020-12-01 19:00:00,"Antwerpen, Belgium",V46/W46,2020-11-15 00:00:00,2419,OOCL MONTREAL - V46/W46
OOCL MONTREAL,GEX2,ARRIVED,2020-12-04 23:48:00,SCT3,Starboard,2020-12-05 19:30:00,"Antwerpen, Belgium",V46/W46,2020-12-05 00:00:00,847,OOCL MONTREAL - V46/W46
OOCL MONTREAL,GEX2,INBOUND,2021-01-05 07:00:00,SCT3,Starboard,2021-01-05 19:00:00,"Antwerpen, Belgium",V50/W50,2020-12-20 00:00:00,3281,OOCL MONTREAL - V50/W50
OOCL MONTREAL,GEX2,ARRIVED,2021-01-05 16:26:00,SCT3,Starboard,2021-01-06 08:32:00,"Antwerpen, Belgium",V50/W50,2021-01-10 00:00:00,883,OOCL MONTREAL - V50/W50
OOCL RAUMA,RFS4,INBOUND,2020-07-14 19:00:00,SCT4,Starboard,2020-07-15 07:00:00,"Rotterdam, Netherlands",28R/28R,2020-07-04 00:00:00,19,OOCL RAUMA - 28R/28R
OOCL RAUMA,RFS4,ARRIVED,2020-07-15 04:30:00,SCT4,Starboard,2020-07-16 07:00:00,"Rotterdam, Netherlands",28R/28R,2020-07-15 00:00:00,1996,OOCL RAUMA - 28R/28R
OOCL RAUMA,RFS4,INBOUND,2020-07-28 19:00:00,SCT4,Starboard,2020-07-29 07:00:00,"Rotterdam, Netherlands",30R/30R,2020-07-15 00:00:00,1971,OOCL RAUMA - 30R/30R
OOCL RAUMA,RFS4,ARRIVED,2020-07-28 19:00:00,SCT4,Starboard,2020-07-29 08:59:00,"Rotterdam, Netherlands",30R/30R,2020-07-30 00:00:00,4481,OOCL RAUMA - 30R/30R
OOCL RAUMA,RFS4,INBOUND,2020-08-11 19:00:00,SCT4,Starboard,2020-08-12 07:00:00,"Rotterdam, Netherlands",32R/32R,2020-07-25 00:00:00,3694,OOCL RAUMA - 32R/32R
OOCL RAUMA,RFS4,ARRIVED,2020-08-11 18:00:00,SCT5,Starboard,2020-08-12 11:27:00,"Rotterdam, Netherlands",32R/32R,2020-08-15 00:00:00,2074,OOCL RAUMA - 32R/32R
OOCL RAUMA,RFS4,INBOUND,2020-08-25 19:00:00,SCT4,Starboard,2020-08-26 07:00:00,"Rotterdam, Netherlands",34R/34R,2020-08-10 00:00:00,1306,OOCL RAUMA - 34R/34R
OOCL RAUMA,RFS4,ARRIVED,2020-08-26 18:30:00,SCT4,Starboard,2020-08-27 11:16:00,"Rotterdam, Netherlands",34R/34R,2020-08-30 00:00:00,4584,OOCL RAUMA - 34R/34R
OOCL RAUMA,RFS4,INBOUND,2020-09-08 19:00:00,SCT4,Starboard,2020-09-09 07:00:00,"Rotterdam, Netherlands",36R/36R,2020-08-25 00:00:00,3780,OOCL RAUMA - 36R/36R
OOCL RAUMA,RFS4,ARRIVED,2020-09-08 22:50:00,SCT4,Starboard,2020-09-09 17:30:00,"Rotterdam, Netherlands",36R/36R,2020-09-10 00:00:00,1394,OOCL RAUMA - 36R/36R
OOCL RAUMA,RFS4,INBOUND,2020-09-22 19:00:00,SCT4,Starboard,2020-09-23 07:00:00,"Rotterdam, Netherlands",38R/38R,2020-09-10 00:00:00,1393,OOCL RAUMA - 38R/38R
OOCL RAUMA,RFS4,ARRIVED,2020-09-25 09:15:00,SCT3,Starboard,2020-09-25 21:48:00,"Rotterdam, Netherlands",38R/38R,2020-09-30 00:00:00,4698,OOCL RAUMA - 38R/38R
OOCL RAUMA,RFS4,INBOUND,2020-10-06 19:00:00,SCT4,Starboard,2020-10-07 07:00:00,"Rotterdam, Netherlands",40R/40R,2020-09-25 00:00:00,3913,OOCL RAUMA - 40R/40R
OOCL RAUMA,RFS4,ARRIVED,2020-10-06 22:30:00,SCT1,Starboard,2020-10-07 09:16:00,"Rotterdam, Netherlands",40R/40R,2020-10-10 00:00:00,1490,OOCL RAUMA - 40R/40R
OOCL RAUMA,RFS4,INBOUND,2020-10-20 19:00:00,SCT4,Starboard,2020-10-21 07:00:00,"Rotterdam, Netherlands",42R/42R,2020-10-05 00:00:00,667,OOCL RAUMA - 42R/42R
OOCL RAUMA,RFS4,ARRIVED,2020-10-22 01:55:00,SCT5,Starboard,2020-10-22 21:30:00,"Rotterdam, Netherlands",42R/42R,2020-10-25 00:00:00,4046,OOCL RAUMA - 42R/42R
OOCL RAUMA,RFS4,INBOUND,2020-11-03 19:00:00,SCT4,Starboard,2020-11-04 07:00:00,"Rotterdam, Netherlands",44R/44R,2020-10-20 00:00:00,3179,OOCL RAUMA - 44R/44R
OOCL RAUMA,RFS4,ARRIVED,2020-11-06 06:00:00,SCT4,Starboard,2020-11-06 18:30:00,"Rotterdam, Netherlands",44R/44R,2020-11-10 00:00:00,1534,OOCL RAUMA - 44R/44R
OOCL RAUMA,RFS4,INBOUND,2020-11-17 19:00:00,SCT4,Starboard,2020-11-18 07:00:00,"Rotterdam, Netherlands",46R/46R,2020-11-05 00:00:00,788,OOCL RAUMA - 46R/46R
OOCL RAUMA,RFS4,ARRIVED,2020-11-22 05:04:00,SCT4,Starboard,2020-11-23 07:30:00,"Rotterdam, Netherlands",46R/46R,2020-11-25 00:00:00,4117,OOCL RAUMA - 46R/46R
OOCL RAUMA,RFS4,INBOUND,2020-12-01 19:00:00,SCT4,Starboard,2020-12-02 07:00:00,"Rotterdam, Netherlands",48R/48R,2020-11-15 00:00:00,2410,OOCL RAUMA - 48R/48R
OOCL RAUMA,RFS4,ARRIVED,2020-12-11 03:09:00,SCT2,Starboard,2020-12-11 19:44:00,"Rotterdam, Netherlands",48R/48R,2020-12-15 00:00:00,2458,OOCL RAUMA - 48R/48R
OOCL SEOUL,ATA,INBOUND,2021-04-24 07:30:00,SCT3,Starboard,2021-04-24 19:30:00,"Antwerpen, Belgium",T13/U13,2021-04-10 00:00:00,1044,OOCL SEOUL - T13/U13
OOCL SEOUL,ATA,ARRIVED,2021-04-26 03:16:00,SCT2,Starboard,2021-04-27 14:30:00,"Antwerpen, Belgium",T13/U13,2021-04-30 00:00:00,4329,OOCL SEOUL - T13/U13
OOCL SEOUL,ATA,INBOUND,2021-07-16 07:30:00,SCT3,Starboard,2021-07-16 19:30:00,"Antwerpen, Belgium",T23/U23,2021-07-05 00:00:00,387,OOCL SEOUL - T23/U23
OOCL SEOUL,ATA,ARRIVED,2021-07-19 18:50:00,SCT2,Starboard,2021-07-20 07:30:00,"Antwerpen, Belgium",T23/U23,2021-07-20 00:00:00,2930,OOCL SEOUL - T23/U23
PALENA,AL2,INBOUND,2021-05-10 07:30:00,SCT2,Starboard,2021-05-11 07:30:00,"Rotterdam, Netherlands",O19/O19,2021-04-25 00:00:00,3539,PALENA - O19/O19
PALENA,AL2,ARRIVED,2021-05-15 18:35:00,SCT3,Starboard,2021-05-16 10:25:00,"Rotterdam, Netherlands",O19/O19,2021-05-20 00:00:00,2712,PALENA - O19/O19
PALENA,AL2,INBOUND,2021-06-14 07:30:00,SCT2,Starboard,2021-06-14 19:30:00,"Rotterdam, Netherlands",O24/O24,2021-05-30 00:00:00,4398,PALENA - O24/O24
PALENA,AL2,ARRIVED,2021-07-04 17:45:00,SCT5,Starboard,2021-07-05 08:45:00,"Rotterdam, Netherlands",O24/O24,2021-07-05 00:00:00,410,PALENA - O24/O24
PALENA,AL2,INBOUND,2021-08-14 07:30:00,SCT3,Starboard,2021-08-15 03:00:00,"Le Havre, France",O32/O32,2021-07-30 00:00:00,4553,PALENA - O32/O32
PALENA,AL2,ARRIVED,2021-08-14 07:12:00,SCT3,Starboard,2021-08-15 01:08:00,"Le Havre, France",O32/O32,2021-08-15 00:00:00,2122,PALENA - O32/O32
PEAK BILBAO,ADHOC,INBOUND,2021-06-23 07:30:00,SCT4,Starboard,2021-06-23 19:30:00,"OPTIONAL,",X16/X16,2021-06-15 00:00:00,1899,PEAK BILBAO - X16/X16
PEAK BILBAO,ADHOC,ARRIVED,2021-06-23 15:16:00,SCT4,Starboard,2021-06-24 02:45:00,"OPTIONAL,",X16/X16,2021-06-25 00:00:00,3629,PEAK BILBAO - X16/X16
PEAK BILBAO,ADHOC,INBOUND,2021-07-28 07:30:00,SCT4,Starboard,2021-07-29 07:30:00,"Arhus, Denmark",X20/X20,2021-07-15 00:00:00,2024,PEAK BILBAO - X20/X20
PEAK BILBAO,ADHOC,ARRIVED,2021-07-28 03:35:00,SCT2,Starboard,2021-07-28 22:00:00,"Arhus, Denmark",X20/X20,2021-07-30 00:00:00,4538,PEAK BILBAO - X20/X20
PHOENIX J,BGLP3N,INBOUND,2021-01-02 07:01:00,SCT1,Starboard,2021-01-03 07:00:00,"Rotterdam, Netherlands",01N/01N,2020-12-20 00:00:00,3288,PHOENIX J - 01N/01N
PHOENIX J,BGLP3N,ARRIVED,2021-01-16 06:30:00,SCT1,Starboard,2021-01-17 20:00:00,"Rotterdam, Netherlands",01N/01N,2021-01-20 00:00:00,2511,PHOENIX J - 01N/01N
PHOENIX J,BGLP3N,INBOUND,2021-01-23 07:00:00,SCT1,Starboard,2021-01-24 07:00:00,"Rotterdam, Netherlands",02N/02N,2021-01-15 00:00:00,1622,PHOENIX J - 02N/02N
PHOENIX J,BGLP3N,ARRIVED,2021-01-24 17:30:00,SCT1,Starboard,2021-01-26 07:30:00,"Rotterdam, Netherlands",02N/02N,2021-01-25 00:00:00,3341,PHOENIX J - 02N/02N
PHOENIX J,BGLP3N,INBOUND,2021-02-03 07:01:00,SCT1,Starboard,2021-02-04 07:00:00,"Rotterdam, Netherlands",03N/03N,2021-01-25 00:00:00,3368,PHOENIX J - 03N/03N
PHOENIX J,BGLP3N,ARRIVED,2021-02-06 16:20:00,SCT1,Starboard,2021-02-07 06:15:00,"Rotterdam, Netherlands",03N/03N,2021-02-10 00:00:00,928,PHOENIX J - 03N/03N
PHOENIX J,BGLP3N,INBOUND,2021-02-16 07:30:00,SCT1,Starboard,2021-02-16 19:30:00,"Rotterdam, Netherlands",04N/04N,2021-02-05 00:00:00,116,PHOENIX J - 04N/04N
PHOENIX J,BGLP3N,ARRIVED,2021-02-20 18:30:00,SCT1,Starboard,2021-02-21 21:30:00,"Rotterdam, Netherlands",04N/04N,2021-02-25 00:00:00,3405,PHOENIX J - 04N/04N
PHOENIX J,BGLP3N,INBOUND,2021-03-01 07:30:00,SCT1,Starboard,2021-03-01 19:30:00,"Rotterdam, Netherlands",05N/05N,2021-02-20 00:00:00,2549,PHOENIX J - 05N/05N
PHOENIX J,BGLP3N,ARRIVED,2021-02-26 19:50:00,SCT1,Starboard,2021-02-28 03:05:00,"Rotterdam, Netherlands",05N/05N,2021-02-28 00:00:00,4211,PHOENIX J - 05N/05N
PHOENIX J,BGLP3N,INBOUND,2021-03-13 07:00:00,SCT1,Starboard,2021-03-14 07:00:00,"Rotterdam, Netherlands",06N/06N,2021-02-28 00:00:00,4177,PHOENIX J - 06N/06N
PHOENIX J,BGLP3N,ARRIVED,2021-03-13 22:28:00,SCT1,Starboard,2021-03-15 01:40:00,"Rotterdam, Netherlands",06N/06N,2021-03-15 00:00:00,1747,PHOENIX J - 06N/06N
PHOENIX J,BGLP3N,INBOUND,2021-03-23 07:30:00,SCT1,Portside,2021-03-23 19:30:00,"Rotterdam, Netherlands",07N/07N,2021-03-15 00:00:00,1775,PHOENIX J - 07N/07N
PHOENIX J,BGLP3N,ARRIVED,2021-04-06 17:10:00,SCT1,Starboard,2021-04-08 07:15:00,"Rotterdam, Netherlands",07N/07N,2021-04-10 00:00:00,1062,PHOENIX J - 07N/07N
PHOENIX J,BGLP3N,INBOUND,2021-04-08 07:30:00,SCT1,Starboard,2021-04-09 07:30:00,"Rotterdam, Netherlands",08N/08N,2021-03-31 00:00:00,4982,PHOENIX J - 08N/08N
PHOENIX J,BGLP3N,ARRIVED,2021-04-14 00:39:00,SCT1,Starboard,2021-04-15 23:00:00,"Rotterdam, Netherlands",08N/08N,2021-04-15 00:00:00,1785,PHOENIX J - 08N/08N
PHOENIX J,BGLP3N,INBOUND,2021-04-21 07:00:00,SCT1,Starboard,2021-04-22 07:00:00,"Rotterdam, Netherlands",09N/09N,2021-04-15 00:00:00,1816,PHOENIX J - 09N/09N
PHOENIX J,BGLP3N,ARRIVED,2021-04-26 22:55:00,SCT1,Starboard,2021-04-27 18:00:00,"Rotterdam, Netherlands",09N/09N,2021-04-30 00:00:00,4328,PHOENIX J - 09N/09N
PHOENIX J,BGLP3N,INBOUND,2021-05-03 07:30:00,SCT1,Portside,2021-05-04 07:30:00,"Rotterdam, Netherlands",10N/10N,2021-04-25 00:00:00,3510,PHOENIX J - 10N/10N
PHOENIX J,BGLP3N,ARRIVED,2021-05-16 02:26:00,SCT1,Starboard,2021-05-17 00:10:00,"Rotterdam, Netherlands",10N/10N,2021-05-20 00:00:00,2727,PHOENIX J - 10N/10N
PHOENIX J,BGLP3N,INBOUND,2021-05-20 07:30:00,SCT2,Starboard,2021-05-20 19:30:00,"Rotterdam, Netherlands",11N/11N,2021-05-15 00:00:00,1882,PHOENIX J - 11N/11N
PHOENIX J,BGLP3N,ARRIVED,2021-05-22 20:20:00,SCT1,Starboard,2021-05-24 23:00:00,"Rotterdam, Netherlands",11N/11N,2021-05-25 00:00:00,3570,PHOENIX J - 11N/11N
PHOENIX J,BGLP3N,INBOUND,2021-06-02 07:30:00,SCT1,Starboard,2021-06-03 07:30:00,"Rotterdam, Netherlands",12N/12N,2021-05-20 00:00:00,2730,PHOENIX J - 12N/12N
PHOENIX J,BGLP3N,ARRIVED,2021-06-11 07:15:00,SCT1,Portside,2021-06-12 10:12:00,"Rotterdam, Netherlands",12N/12N,2021-06-15 00:00:00,1926,PHOENIX J - 12N/12N
PHOENIX J,BGLP3N,INBOUND,2021-06-15 07:30:00,SCT1,Starboard,2021-06-16 07:30:00,"Rotterdam, Netherlands",13N/13N,2021-06-05 00:00:00,362,PHOENIX J - 13N/13N
PHOENIX J,BGLP3N,ARRIVED,2021-06-22 09:56:00,SCT1,Portside,2021-06-24 07:10:00,"Rotterdam, Netherlands",13N/13N,2021-06-25 00:00:00,3605,PHOENIX J - 13N/13N
PHOENIX J,BGLP3N,INBOUND,2021-06-28 19:30:00,SCT1,Portside,2021-06-29 19:30:00,"Rotterdam, Netherlands",14N/14N,2021-06-20 00:00:00,2819,PHOENIX J - 14N/14N
PHOENIX J,BGLP3N,ARRIVED,2021-07-17 18:15:00,SCT1,Portside,2021-07-19 02:36:00,"Rotterdam, Netherlands",14N/14N,2021-07-20 00:00:00,2921,PHOENIX J - 14N/14N
PHOENIX J,BGLP3N,INBOUND,2021-08-01 19:30:00,SCT3,Starboard,2021-08-02 19:30:00,"Rotterdam, Netherlands",16N/16N,2021-07-25 00:00:00,3730,PHOENIX J - 16N/16N
PHOENIX J,BGLP3N,ARRIVED,2021-07-28 13:15:00,SCT3,Starboard,2021-07-29 04:00:00,"Rotterdam, Netherlands",16N/16N,2021-07-30 00:00:00,4536,PHOENIX J - 16N/16N
PHOENIX J,BGLP3N,INBOUND,2021-08-08 07:00:00,SCT4,Starboard,2021-08-09 07:00:00,"Rotterdam, Netherlands",17N/17N,2021-07-30 00:00:00,4571,PHOENIX J - 17N/17N
PHOENIX J,BGLP3N,ARRIVED,2021-08-03 08:41:00,SCT1,Starboard,2021-08-03 23:07:00,"Rotterdam, Netherlands",17N/17N,2021-08-05 00:00:00,516,PHOENIX J - 17N/17N
PHOENIX J,BGLP3N,INBOUND,2021-08-17 07:30:00,SCT4,Starboard,2021-08-17 19:30:00,"Rotterdam, Netherlands",18N/18N,2021-08-05 00:00:00,506,PHOENIX J - 18N/18N
PHOENIX J,BGLP3N,ARRIVED,2021-08-12 17:40:00,SCT4,Starboard,2021-08-13 18:49:00,"Rotterdam, Netherlands",18N/18N,2021-08-15 00:00:00,2126,PHOENIX J - 18N/18N
PHOENIX J,BGLP3N,INBOUND,2021-09-17 19:30:00,SCT4,Starboard,2021-09-18 19:30:00,"Rotterdam, Netherlands",21N/21N,2021-09-05 00:00:00,605,PHOENIX J - 21N/21N
PHOENIX J,BGLP3N,ARRIVED,2021-09-17 20:45:00,SCT2,Starboard,2021-09-18 09:15:00,"Rotterdam, Netherlands",21N/21N,2021-09-20 00:00:00,3122,PHOENIX J - 21N/21N
PHOENIX J,BGLP3N,INBOUND,2021-09-27 07:30:00,SCT4,Portside,2021-09-28 07:30:00,"Rotterdam, Netherlands",22N/22N,2021-09-20 00:00:00,3134,PHOENIX J - 22N/22N
PHOENIX J,BGLP3N,ARRIVED,2021-09-29 03:00:00,SCT4,Portside,2021-09-30 09:00:00,"Rotterdam, Netherlands",22N/22N,2021-09-30 00:00:00,4756,PHOENIX J - 22N/22N
PHOENIX J,BGLP3N,INBOUND,2020-10-14 07:00:00,SCT1,Starboard,2020-10-15 07:00:00,"Dunkerque, France",39N/39N,2020-10-05 00:00:00,679,PHOENIX J - 39N/39N
PHOENIX J,BGLP3N,ARRIVED,2020-10-17 04:00:00,SCT1,Starboard,2020-10-17 20:48:00,"Dunkerque, France",39N/39N,2020-10-20 00:00:00,3171,PHOENIX J - 39N/39N
PHOENIX J,BGLP3N,INBOUND,2020-10-28 19:30:00,SCT1,Starboard,2020-10-29 19:30:00,"Dunkerque, France",40N/40N,2020-10-15 00:00:00,2278,PHOENIX J - 40N/40N
PHOENIX J,BGLP3N,ARRIVED,2020-10-25 17:26:00,SCT1,Starboard,2020-10-26 09:40:00,"Dunkerque, France",40N/40N,2020-10-30 00:00:00,4815,PHOENIX J - 40N/40N
PHOENIX J,BGLP3N,INBOUND,2020-11-06 07:30:00,SCT1,Starboard,2020-11-07 07:30:00,"Dunkerque, France",41N/41N,2020-10-30 00:00:00,4841,PHOENIX J - 41N/41N
PHOENIX J,BGLP3N,ARRIVED,2020-11-06 18:00:00,SCT1,Starboard,2020-11-07 07:00:00,"Dunkerque, France",41N/41N,2020-11-10 00:00:00,1530,PHOENIX J - 41N/41N
PHOENIX J,BGLP3N,INBOUND,2020-11-16 07:30:00,SCT1,Starboard,2020-11-17 07:30:00,"Dunkerque, France",42N/42N,2020-11-05 00:00:00,791,PHOENIX J - 42N/42N
PHOENIX J,BGLP3N,ARRIVED,2020-11-17 19:30:00,SCT1,Starboard,2020-11-18 18:55:00,"Dunkerque, France",42N/42N,2020-11-20 00:00:00,3234,PHOENIX J - 42N/42N
PHOENIX J,BGLP3N,INBOUND,2020-11-27 11:59:00,SCT1,Starboard,2020-11-28 07:30:00,"Cork, Ireland",43N/43N,2020-11-15 00:00:00,2404,PHOENIX J - 43N/43N
PHOENIX J,BGLP3N,ARRIVED,2020-11-29 09:50:00,SCT3,Starboard,2020-11-29 19:00:00,"Cork, Ireland",43N/43N,2020-11-30 00:00:00,4861,PHOENIX J - 43N/43N
PHOENIX J,BGLP3N,INBOUND,2020-12-16 07:01:00,SCT1,Starboard,2020-12-17 07:00:00,"Dunkerque, France",45N/45N,2020-12-05 00:00:00,817,PHOENIX J - 45N/45N
PHOENIX J,BGLP3N,ARRIVED,2020-12-19 17:45:00,SCT1,Starboard,2020-12-20 12:00:00,"Dunkerque, France",45N/45N,2020-12-20 00:00:00,3277,PHOENIX J - 45N/45N
